id,label,id_label,color
314,CB Granule Glut,314 CB Granule Glut,#FF4826
315,DCO UBC Glut,315 DCO UBC Glut,#1FCC87
316,Bergmann NN,316 Bergmann NN,#8E2600
317,Astro-CB NN,317 Astro-CB NN,#CC4E00
318,Astro-NT NN,318 Astro-NT NN,#AD5CCC
319,Astro-TE NN,319 Astro-TE NN,#3DCCB1
320,Astro-OLF NN,320 Astro-OLF NN,#FF73CF
321,Astroependymal NN,321 Astroependymal NN,#0833ce
322,Tanycyte NN,322 Tanycyte NN,#FF26A1
323,Ependymal NN,323 Ependymal NN,#D8FF00
324,Hypendymal NN,324 Hypendymal NN,#3F2E99
325,CHOR NN,325 CHOR NN,#2D9917
326,OPC NN,326 OPC NN,#FF26CB
327,Oligo NN,327 Oligo NN,#99FFBC
328,OEC NN,328 OEC NN,#FF99CF
329,ABC NN,329 ABC NN,#CC5CC1
330,VLMC NN,330 VLMC NN,#653D66
331,Peri NN,331 Peri NN,#82992E
332,SMC NN,332 SMC NN,#FF9F73
333,Endo NN,333 Endo NN,#994567
334,Microglia NN,334 Microglia NN,#CC1F4E
335,BAM NN,335 BAM NN,#66493D
336,Monocytes NN,336 Monocytes NN,#A673FF
337,DC NN,337 DC NN,#CCA27A
338,Lymphoid NN,338 Lymphoid NN,#3D5766
339,LQ,339 LQ,#000000
