ID,EBLM Name,MassP,MassS,MRat,RP,RS,RRat,bjd0,period,e,omega,esinω,ecosω,i,tPE,tSE,sep,pwidth,swidth,pdepth,sdepth,b,z,frat,REFERENCES IF USED,Notes
106470229,J1038-37,1.17,0.173,,1.14,,,,5.021663,0.0024,119.0,,,,1380.0845,1382.5916,,,,,,,,,,
61635991,J1146-42,1.35,0.539,,1.36,,,,10.46644,0.0598,96.1,,,,1453.7398,1458.9303,,,,,,,,,,
421191260,J1208-29,1.6,0.248,,1.54,,,,2.676017,0.195,-60.5,,,,742.9323,741.7599,,,,,,,,,,
151959065,J1115-36,1.369,0.1789,,1.579,0.1929,,7644.96592,10.5426599,0.0522,-26.0,,,,,,,,,,,,,,,
336405638,J1847+39,1.054,0.303,,1.003,0.287,,2454234.69,7.325177,0.209,351.0,,,,,,,,,,,,,,,
269504659,J0055-00,1.12,0.279,,,,,,11.391756,0.05718,-12.83,,,,2555.8339,2550.5422,,,,,,,,,,
289949453,J0723+79,1.14,0.27,,1.4,0.278,,2590.4378,13.217665,0.063,,,,,,,,,,,,,,,,
102841799,J0829+66,1.0,0.18,,0.91,0.204,,2583.7945,5.260395,0.161,,,,,,,,,,,,,,,,
207493152,J1626+57,1.15,0.18,,1.45,0.212,,2644.7358,9.127609,0.039,,,,,,,,,,,,,,,,
274238240,J1640+49,1.36,0.21,,1.93,0.232,,2668.8626,6.206219,0.065,,,,,,,,,,,,,,,,
198358825,J1705+55,1.09,0.33,,1.51,0.305,,2576.5598,23.514357,0.2646,,,,,,,,,,,,,,,,
48191564,J1850+50,1.21,0.3,,1.78,0.282,,2416.678,9.569037,0.108,,,,,,,,,,,,,,,,
299096355,Kepler-16,0.654,0.1959,,,,,2457573.1,41.077777,0.15962,263.66,,,,,,,,,,,,,,,
149010208,J0013-31,1.3,0.238649962,,,,,57190.51389,3.4373,0.0,0.0,,,,,,,,,,,,,,,
402112785,J0044-33,0.75,0.473949244,,,,,56569.51817,10.94072,0.28158,-8.22476,,,,,,,,,,,,,,,
382323697,J0157-11,1.07,0.308791607,,,,,57332.95441,3.88745,0.0,0.0,,,,,,,,,,,,,,,
38541473,J0345-10,1.21,0.525218879,,,,,57405.57938,6.06135,0.00433,-132.45088,,,,,,,,,,,,,,,
219239945,J0418-53,1.11,0.134964702,,,,,57255.74296,13.6993,0.0,0.0,,,,,,,,,,,,,,,
399664959,J0449+06,1.28,0.238957778,,,,,56752.7872,2.07161,0.0,0.0,,,,,,,,,,,,,,,
317330474,J0550-15,1.56,0.367987727,,,,,57260.14562,12.2077,0.02188,-148.84565,,,,,,,,,,,,,,,
123573766,J0556-19,1.18,0.635261582,,,,,56758.50064,6.63515,0.0,0.0,,,,,,,,,,,,,,,
172361463,J0638-25,1.29,0.438454242,,,,,56759.82079,17.94159,0.3493,90.47252,,,,,,,,,,,,,,,
172464366,J0640-27,1.2,0.140967484,,,,,57321.14521,2.92158,0.0,0.0,,,,,,,,,,,,,,,
319011894,J0730+02,1.6,0.428112066,,,,,57291.95564,8.29059,0.19778,170.36188,,,,,,,,,,,,,,,
88977253,J0812-05,1.49,0.388429674,,,,,57457.26052,2.76763,0.22832,20.814,,,,,,,,,,,,,,,
437212966,J0814-20,1.33,0.435046942,,,,,56778.65561,3.13139,0.0,0.0,,,,,,,,,,,,,,,
19271382,J0916-35,1.61,0.348915632,,,,,57419.74043,2.58835,0.0,0.0,,,,,,,,,,,,,,,
293844315,J0925-03,1.19,0.227857048,,,,,57137.8375,14.77476,0.32971,143.54096,,,,,,,,,,,,,,,
102195674,J1016-42,1.2,0.172709854,,,,,56834.33593,4.3786,0.0,0.0,,,,,,,,,,,,,,,
168312820,J1017-25,1.19,0.591188427,,,,,56401.15057,6.93409,0.0,0.0,,,,,,,,,,,,,,,
393837491,J1032-20,1.03,0.581765899,,,,,57637.62121,8.57391,0.0,0.0,,,,,,,,,,,,,,,
146530594,J1036-45,1.64,0.601241585,,,,,56964.87544,27.09032,0.58881,162.41624,,,,,,,,,,,,,,,
405177882,J1204-47,1.21,0.33088056,,,,,56874.22115,13.71459,0.17539,108.61572,,,,,,,,,,,,,,,
72121778,J1225-42,1.27,0.581190655,,,,,56262.11293,6.0114,0.0,0.0,,,,,,,,,,,,,,,
72229825,J1227-43,1.3,0.266567964,,,,,57741.93906,1.79554,0.0,0.0,,,,,,,,,,,,,,,
83113607,J1233-20,1.14,0.198478248,,,,,56691.57753,4.44384,0.0,0.0,,,,,,,,,,,,,,,
102305337,J1304-37,1.45,0.19471833,,,,,57095.63213,23.32067,0.1977,61.44979,,,,,,,,,,,,,,,
365070128,J1328+05,1.01,0.340837682,,,,,57415.28499,7.25156,0.00396,-24.51853,,,,,,,,,,,,,,,
241532550,J1346-51,1.3,0.224957596,,,,,57252.48196,2.05715,0.0,0.0,,,,,,,,,,,,,,,
30287190,J1350-31,1.17,0.377548804,,,,,56111.90399,3.12433,0.0,0.0,,,,,,,,,,,,,,,
425594181,J1418-29,1.03,0.326516771,,,,,57692.26027,8.69122,0.17867,-71.03617,,,,,,,,,,,,,,,
242589597,J1423-43,1.44,0.336631984,,,,,57140.3323,13.33967,0.0,0.0,,,,,,,,,,,,,,,
368803791,J1446+05,1.04,0.196269588,,,,,57220.23015,7.76305,0.00252,-47.96495,,,,,,,,,,,,,,,
32431480,J1540-09,1.18,0.444388135,,,,,57207.32543,26.33829,0.12033,62.86226,,,,,,,,,,,,,,,
61135882,J1907-45,1.02,0.310728171,,,,,56946.00383,5.6402,0.0,0.0,,,,,,,,,,,,,,,
30816076,J1910-35,1.09,0.286824072,,,,,57137.26264,4.08311,0.0,0.0,,,,,,,,,,,,,,,
300840529,J2001-36,1.19,0.31540153,,,,,55602.18868,2.75353,0.0,0.0,,,,,,,,,,,,,,,
389299375,J2013-40,1.26,0.186532669,,,,,56551.25935,6.56992,0.33758,-10.16361,,,,,,,,,,,,,,,
375812963,J2052+11,1.19,0.205230368,,,,,56972.58749,20.25303,0.37735,28.84419,,,,,,,,,,,,,,,
92349924,J2054-32,1.33,0.668458266,,,,,56977.22147,8.79943,0.05472,-3.65016,,,,,,,,,,,,,,,
300903537,J2126-28,0.77,0.1873206,,,,,57061.54369,5.82329,0.0,0.0,,,,,,,,,,,,,,,
301980639,J2158-21,1.1,0.269759212,,,,,56982.27301,4.78197,0.03283,19.30459,,,,,,,,,,,,,,,
178242590,J0356-18,1.29,0.134315325,,,,,57504.61976,1.30211,0.0,0.0,,,,,,,,,,,,,,,
432610098,J0457+14,1.49,0.228774157,,,,,57251.40354,3.56207,0.0,0.0,,,,,,,,,,,,,,,
124033255,J0606-44,1.19,0.438478624,,,,,57111.59791,6.64789,0.42953,-17.01886,,,,,,,,,,,,,,,
165148663,J0606-19,1.2,0.290362493,,,,,56406.23279,3.36728,0.0,0.0,,,,,,,,,,,,,,,
255565860,J0625-51,1.27,0.483734071,,,,,56198.50572,2.55879,0.49762,177.39252,,,,,,,,,,,,,,,
458582595,J0816+09,1.41,0.136794581,,,,,56207.8009,1.21691,0.0,0.0,,,,,,,,,,,,,,,
308050066,J1021-17,1.59,0.117141159,,,,,57319.90248,11.17815,0.0,0.0,,,,,,,,,,,,,,,
158450472,J1055-39,1.33,0.249431994,,,,,57072.93553,1.3516,0.0,0.0,,,,,,,,,,,,,,,
152147232,J1119-39,1.26,0.103444282,,,,,57632.05706,4.21313,0.0,0.0,,,,,,,,,,,,,,,
181159386,J1137-38,1.47,0.263558981,,,,,56636.83583,5.63168,0.17054,50.23311,,,,,,,,,,,,,,,
163042814,J1243-50,1.16,0.17954156,,,,,56698.24663,1.54691,0.0,0.0,,,,,,,,,,,,,,,
23195390,J1543-27,1.19,0.30668248,,,,,56968.79337,2.57069,0.0,0.0,,,,,,,,,,,,,,,
23997000,J1552-26,1.2,0.154917537,,,,,57593.83304,1.9492,0.0,0.0,,,,,,,,,,,,,,,
135268489,J1616-08,1.03,0.435312181,,,,,55979.00473,3.702280,0.15696,-152.21518,,,,,,,,,,,,,,,
30914235,J1911-30,1.13,-0.678466827,,,,,57282.50153,3.0119,0.53776,176.44807,,,,,,,,,,,,,,,
360824561,J2017+02,1.2,0.137786315,,,,,57353.24662,0.82174,0.0,0.0,,,,,,,,,,,,,,,
260756218,J2309-67,1.11,0.159556296,,,,,56570.94069,1.95519,0.0,0.0,,,,,,,,,,,,,,,
177644756,J2359+44,1.253,0.293,,1.711,0.3001,,1773.423,11.3627,0.47755,-94.35,,,,,,,,,,,,,,,
405532120,J2343+29,1.192,0.1202,,0.914,0.1464,,,16.95353,0.1604,78.41,,,,,,,,,,,,,,,
447694948,Late M,,,,,,,,10.40766071,0.333004842,,,,,,,,,,,,,,,,
10236432,Late M,,,,,,,,22.03396479,0.334296357,,,,,,,,,,,,,,,,
56938379,Early M,,,,,,,,11.32804877,0.199146668,,,,,,,,,,,,,,,,
466229104,Early M,,,,,,,,19.18195912,0.355938966,,,,,,,,,,,,,,,,
410403473,Early M,,,,,,,,18.85533815,0.161291763,,,,,,,,,,,,,,,,
109728592,Late K,,,,,,,,29.0735189,0.002763993,,,,,,,,,,,,,,,,
81751236,Late K,,,,,,,,20.79804256,0.342873385,,,,,,,,,,,,,,,,
448806992,Late K,,,,,,,,15.68518996,0.125691414,,,,,,,,,,,,,,,,
131001807,Late K,,,,,,,,11.96631361,0.168240721,,,,,,,,,,,,,,,,
33494863,Late K,,,,,,,,30.10530056,0.500013409,,,,,,,,,,,,,,,,
393883284,Late K,,,,,,,,23.54404688,0.405250628,,,,,,,,,,,,,,,,
199730918,Late K,,,,,,,,31.49463646,0.026925671,,,,,,,,,,,,,,,,
200388482,Late K,,,,,,,,21.05259125,0.328670717,,,,,,,,,,,,,,,,
232531815,Late K,,,,,,,,32.89984938,0.21547539,,,,,,,,,,,,,,,,
81483977,Late K,,,,,,,,27.66690372,0.341948775,,,,,,,,,,,,,,,,
345754462,Late K,,,,,,,,36.59267864,0.112280066,,,,,,,,,,,,,,,,
326356701,Late K,,,,,,,,10.06762142,0.242296925,,,,,,,,,,,,,,,,
281096749,Late K,,,,,,,,10.98379654,0.077141044,,,,,,,,,,,,,,,,
43487010,Late K,,,,,,,,12.08455419,0.315181803,,,,,,,,,,,,,,,,
142828229,Late K,,,,,,,,17.63451611,0.092438279,,,,,,,,,,,,,,,,
405349470,Late K,,,,,,,,40.99674966,0.151648285,,,,,,,,,,,,,,,,
405349470,Late K,,,,,,,,40.99906555,0.164078152,,,,,,,,,,,,,,,,
452792198,Late K,,,,,,,,41.06288326,0.387113914,,,,,,,,,,,,,,,,
201926252,Late K,,,,,,,,35.12445636,0.484118409,,,,,,,,,,,,,,,,
316968057,Late K,,,,,,,,44.95609606,0.118782696,,,,,,,,,,,,,,,,
72601126,Late G,,,,,,,,23.57347935,0.095444241,,,,,,,,,,,,,,,,
86264979,Late G,,,,,,,,30.50026337,0.192686631,,,,,,,,,,,,,,,,
353953453,Late G,,,,,,,,35.53010697,0.229596584,,,,,,,,,,,,,,,,
8174354,Late G,,,,,,,,10.99396469,0.282649385,,,,,,,,,,,,,,,,
1226107141,Late G,,,,,,,,38.47778657,0.552770771,,,,,,,,,,,,,,,,
165109941,Late G,,,,,,,,32.51967275,0.54630572,,,,,,,,,,,,,,,,
453385572,Late G,,,,,,,,21.72278602,0.025402675,,,,,,,,,,,,,,,,
337393383,Late G,,,,,,,,18.30395254,0.223170042,,,,,,,,,,,,,,,,
162208751,Late G,,,,,,,,40.91437229,0.705890437,,,,,,,,,,,,,,,,
144277323,Late G,,,,,,,,11.615905,0.299522732,,,,,,,,,,,,,,,,
167452551,Late G,,,,,,,,35.46497385,0.262380089,,,,,,,,,,,,,,,,
139992781,Late G,,,,,,,,11.30226193,0.003548828,,,,,,,,,,,,,,,,
206148863,Late G,,,,,,,,44.8223789,0.468082658,,,,,,,,,,,,,,,,
301891139,Late G,,,,,,,,23.09469754,0.280576114,,,,,,,,,,,,,,,,
25398947,Late G,,,,,,,,17.85902704,0.01426803,,,,,,,,,,,,,,,,
nan,Late G,,,,,,,,25.92875093,0.162994707,,,,,,,,,,,,,,,,
137648322,Late G,,,,,,,,10.15645663,0.165510411,,,,,,,,,,,,,,,,
39324177,Late G,,,,,,,,30.06605394,0.350754369,,,,,,,,,,,,,,,,
312908709,Late G,,,,,,,,17.74673656,0.168007161,,,,,,,,,,,,,,,,
251960303,Late G,,,,,,,,14.21161347,0.344404059,,,,,,,,,,,,,,,,
289588940,Late G,,,,,,,,15.84921665,0.168306351,,,,,,,,,,,,,,,,
99841527,Late G,,,,,,,,16.08788974,0.531928834,,,,,,,,,,,,,,,,
397233697,Late G,,,,,,,,17.13640639,0.324779871,,,,,,,,,,,,,,,,
200010887,Late G,,,,,,,,11.42001575,0.194339649,,,,,,,,,,,,,,,,
25471910,Late G,,,,,,,,14.53233906,0.153776356,,,,,,,,,,,,,,,,
352354421,Late G,,,,,,,,26.2886385,0.142810668,,,,,,,,,,,,,,,,
120960352,Late G,,,,,,,,42.50694458,0.108065475,,,,,,,,,,,,,,,,
142008726,Late G,,,,,,,,23.71258163,0.181847213,,,,,,,,,,,,,,,,
121134449,Late G,,,,,,,,10.60312544,0.359651927,,,,,,,,,,,,,,,,
422119437,Late G,,,,,,,,11.21343819,0.048586132,,,,,,,,,,,,,,,,
141176596,Late G,,,,,,,,10.37193713,0.161094867,,,,,,,,,,,,,,,,
51995364,Late G,,,,,,,,27.89129207,0.338653321,,,,,,,,,,,,,,,,
376720903,Late G,,,,,,,,11.23064699,0.103469792,,,,,,,,,,,,,,,,
154271536,Late G,,,,,,,,26.44683441,0.045107329,,,,,,,,,,,,,,,,
16487861,Late G,,,,,,,,10.62373316,0.15884708,,,,,,,,,,,,,,,,
388767601,Late G,,,,,,,,13.757281,0.009765238,,,,,,,,,,,,,,,,
73723286,Late G,,,,,,,,14.06687528,0.250914896,,,,,,,,,,,,,,,,
239555101,Late G,,,,,,,,26.33402462,0.453990326,,,,,,,,,,,,,,,,
249795152,Late G,,,,,,,,38.00843334,0.556919131,,,,,,,,,,,,,,,,
257400850,Late G,,,,,,,,10.21913594,0.082399443,,,,,,,,,,,,,,,,
181228855,Late G,,,,,,,,47.85923385,0.343201479,,,,,,,,,,,,,,,,
684052287,Late G,,,,,,,,29.89955299,0.427182438,,,,,,,,,,,,,,,,
684052287,Late G,,,,,,,,29.81482931,2.26e-09,,,,,,,,,,,,,,,,
293647658,Late G,,,,,,,,10.38708891,0.112659713,,,,,,,,,,,,,,,,
158674291,Late G,,,,,,,,20.01421356,0.610713384,,,,,,,,,,,,,,,,
461157456,Late G,,,,,,,,22.55309986,0.030882815,,,,,,,,,,,,,,,,
301620625,Late G,,,,,,,,15.00756439,0.258976053,,,,,,,,,,,,,,,,
420740624,Late G,,,,,,,,10.43502967,0.01559061,,,,,,,,,,,,,,,,
243480989,Late G,,,,,,,,34.12546778,0.039355106,,,,,,,,,,,,,,,,
103563417,Late G,,,,,,,,38.44425514,0.180741009,,,,,,,,,,,,,,,,
170891257,Late G,,,,,,,,15.78985912,0.43129932,,,,,,,,,,,,,,,,
128386631,Late G,,,,,,,,34.13017057,0.45695937,,,,,,,,,,,,,,,,
359117680,Late G,,,,,,,,17.77925956,0.573004593,,,,,,,,,,,,,,,,
466386464,Late G,,,,,,,,43.00318573,0.246703594,,,,,,,,,,,,,,,,
117740570,Late G,,,,,,,,14.9267446,0.336286163,,,,,,,,,,,,,,,,
362747897,Late F,,,,,,,,12.97728199,0.171072597,,,,,,,,,,,,,,,,
303319608,Late F,,,,,,,,13.82737859,0.246385822,,,,,,,,,,,,,,,,
117611956,Late F,,,,,,,,10.65906072,0.349750909,,,,,,,,,,,,,,,,
257558320,Late F,,,,,,,,11.43916414,0.539951772,,,,,,,,,,,,,,,,
185260035,Late F,,,,,,,,21.72351039,0.36044899,,,,,,,,,,,,,,,,
154561824,Late F,,,,,,,,21.75261895,0.630478364,,,,,,,,,,,,,,,,
266769521,Late F,,,,,,,,25.67668735,0.508637533,,,,,,,,,,,,,,,,
456259510,Late F,,,,,,,,42.6665684,0.501641967,,,,,,,,,,,,,,,,
144786529,Late F,,,,,,,,20.57143091,0.214250706,,,,,,,,,,,,,,,,
445565259,Late F,,,,,,,,44.60655816,0.198938667,,,,,,,,,,,,,,,,
466134845,Late F,,,,,,,,36.20902416,0.023079668,,,,,,,,,,,,,,,,
242906898,Late F,,,,,,,,10.75345933,0.316120058,,,,,,,,,,,,,,,,
165610937,Late F,,,,,,,,22.29904944,0.39627393,,,,,,,,,,,,,,,,
332313131,Late F,,,,,,,,16.70496424,0.151777008,,,,,,,,,,,,,,,,
347427606,Late F,,,,,,,,21.4241557,0.387449106,,,,,,,,,,,,,,,,
256428083,Late F,,,,,,,,16.03533044,0.19308155,,,,,,,,,,,,,,,,
229047394,Late F,,,,,,,,23.77870597,0.122386802,,,,,,,,,,,,,,,,
9029240,Late F,,,,,,,,21.27305646,0.511007691,,,,,,,,,,,,,,,,
135085404,Late F,,,,,,,,13.640671,0.360473017,,,,,,,,,,,,,,,,
159209261,Late F,,,,,,,,39.80344505,0.484095864,,,,,,,,,,,,,,,,
278291931,Late F,,,,,,,,13.18429224,0.013600544,,,,,,,,,,,,,,,,
397101103,Late F,,,,,,,,14.49656332,0.485275286,,,,,,,,,,,,,,,,
286531001,Late F,,,,,,,,15.10385439,0.165014901,,,,,,,,,,,,,,,,
286280402,Late F,,,,,,,,22.79366145,0.55692561,,,,,,,,,,,,,,,,
61036210,Late F,,,,,,,,15.4350655,0.024218532,,,,,,,,,,,,,,,,
369355922,Late F,,,,,,,,16.9234689,0.216609457,,,,,,,,,,,,,,,,
418348040,Late F,,,,,,,,37.9739297,0.150844585,,,,,,,,,,,,,,,,
117299081,Late F,,,,,,,,19.14758545,0.400812637,,,,,,,,,,,,,,,,
252363390,Late F,,,,,,,,19.8985315,0.51214605,,,,,,,,,,,,,,,,
437392960,Late F,,,,,,,,10.26054706,0.299714769,,,,,,,,,,,,,,,,
219140493,Late F,,,,,,,,12.42301234,0.053686993,,,,,,,,,,,,,,,,
316914181,Late F,,,,,,,,37.87786671,0.191144522,,,,,,,,,,,,,,,,
300941033,Late F,,,,,,,,14.10260225,0.518996414,,,,,,,,,,,,,,,,
392388450,Late F,,,,,,,,36.21114186,0.529783057,,,,,,,,,,,,,,,,
176966249,Late F,,,,,,,,13.38754292,0.03507959,,,,,,,,,,,,,,,,
39950144,Late F,,,,,,,,20.93894496,0.124588495,,,,,,,,,,,,,,,,
384823413,Late F,,,,,,,,24.72016983,0.213043973,,,,,,,,,,,,,,,,
138731727,Late F,,,,,,,,10.84887595,0.013212787,,,,,,,,,,,,,,,,
423782480,Late F,,,,,,,,26.17013189,0.202028107,,,,,,,,,,,,,,,,
170672891,Late F,,,,,,,,26.9943647,0.496785544,,,,,,,,,,,,,,,,
162489536,Late F,,,,,,,,17.85543837,0.274934996,,,,,,,,,,,,,,,,
192796787,Late F,,,,,,,,41.4130728,0.394315106,,,,,,,,,,,,,,,,
14156765,Late F,,,,,,,,18.88848235,0.407523248,,,,,,,,,,,,,,,,
439463188,Late F,,,,,,,,19.32964025,0.266257038,,,,,,,,,,,,,,,,
409785667,Late F,,,,,,,,11.79499848,0.504238917,,,,,,,,,,,,,,,,
404467252,Late F,,,,,,,,13.85289062,0.141621045,,,,,,,,,,,,,,,,
89045042,Late F,,,,,,,,12.64252165,0.319453037,,,,,,,,,,,,,,,,
159510109,Late F,,,,,,,,16.94775734,0.323735836,,,,,,,,,,,,,,,,
11570377,Late F,,,,,,,,20.6730092,0.320809772,,,,,,,,,,,,,,,,
147773594,Late F,,,,,,,,11.1443723,0.015255452,,,,,,,,,,,,,,,,
284350181,Late F,,,,,,,,18.87999887,0.475830557,,,,,,,,,,,,,,,,
126929782,Late F,,,,,,,,33.65484928,0.348324589,,,,,,,,,,,,,,,,
141286305,Late F,,,,,,,,14.98349104,0.109032588,,,,,,,,,,,,,,,,
400153508,Late F,,,,,,,,37.15159841,0.504998172,,,,,,,,,,,,,,,,
441357079,Late F,,,,,,,,12.43889938,0.132097272,,,,,,,,,,,,,,,,
309850597,Late F,,,,,,,,13.37709256,0.093746821,,,,,,,,,,,,,,,,
427328347,Late F,,,,,,,,24.36349727,0.60170039,,,,,,,,,,,,,,,,
130983058,Late F,,,,,,,,21.41399753,0.147744403,,,,,,,,,,,,,,,,
258547172,Late F,,,,,,,,10.27976598,0.439799896,,,,,,,,,,,,,,,,
364005169,Late F,,,,,,,,10.34630956,0.063160131,,,,,,,,,,,,,,,,
290862211,Late F,,,,,,,,24.94228088,0.199359694,,,,,,,,,,,,,,,,
33626362,Late F,,,,,,,,13.07895133,0.425443376,,,,,,,,,,,,,,,,
234288686,Late F,,,,,,,,16.38080213,0.097737105,,,,,,,,,,,,,,,,
198386681,Late F,,,,,,,,25.00886079,0.529351505,,,,,,,,,,,,,,,,
155985631,Late F,,,,,,,,30.32618641,0.160593177,,,,,,,,,,,,,,,,
301482303,Late F,,,,,,,,35.49102903,0.37755062,,,,,,,,,,,,,,,,
233310561,Late F,,,,,,,,39.09873744,0.313217976,,,,,,,,,,,,,,,,
38827175,Late F,,,,,,,,35.09665322,0.345692393,,,,,,,,,,,,,,,,
67263308,Late F,,,,,,,,38.24645055,0.050226156,,,,,,,,,,,,,,,,
139527641,Late F,,,,,,,,29.78303024,0.310640837,,,,,,,,,,,,,,,,
7146092,Late F,,,,,,,,26.57382258,0.417157767,,,,,,,,,,,,,,,,
434208699,Late F,,,,,,,,21.12526935,0.205432883,,,,,,,,,,,,,,,,
424881909,Late F,,,,,,,,22.58762577,0.308349066,,,,,,,,,,,,,,,,
282473626,Late F,,,,,,,,25.61642157,0.335998612,,,,,,,,,,,,,,,,
246892556,Late F,,,,,,,,35.67318801,0.186939014,,,,,,,,,,,,,,,,
220043659,Late F,,,,,,,,15.78102005,0.167192437,,,,,,,,,,,,,,,,
73278385,Late F,,,,,,,,20.18642498,0.055839565,,,,,,,,,,,,,,,,
388287047,Late F,,,,,,,,17.63675273,0.208170178,,,,,,,,,,,,,,,,
302380221,Late F,,,,,,,,18.07342022,0.376743614,,,,,,,,,,,,,,,,
278023579,Late F,,,,,,,,16.09725208,0.417347937,,,,,,,,,,,,,,,,
369985900,Late F,,,,,,,,22.48811382,0.034720729,,,,,,,,,,,,,,,,
139420424,Late F,,,,,,,,19.62585871,0.490092934,,,,,,,,,,,,,,,,
449256892,Late F,,,,,,,,23.63664758,0.483560962,,,,,,,,,,,,,,,,
440673985,Late F,,,,,,,,12.87178906,0.021804563,,,,,,,,,,,,,,,,
439405722,Late F,,,,,,,,33.20048568,0.645466885,,,,,,,,,,,,,,,,
121897275,Late F,,,,,,,,26.53275249,0.314419464,,,,,,,,,,,,,,,,
91477540,Late F,,,,,,,,15.65674291,0.236006238,,,,,,,,,,,,,,,,
7204925,Late F,,,,,,,,40.22066356,0.454248002,,,,,,,,,,,,,,,,
60412713,Late F,,,,,,,,20.78188721,0.025979243,,,,,,,,,,,,,,,,
318234224,Late F,,,,,,,,20.85463912,0.447802417,,,,,,,,,,,,,,,,
40141484,Late F,,,,,,,,12.02416923,0.003803669,,,,,,,,,,,,,,,,
189443737,Late F,,,,,,,,17.01174365,0.414360068,,,,,,,,,,,,,,,,
236381253,Late F,,,,,,,,45.7289251,0.338732995,,,,,,,,,,,,,,,,
331700169,Late F,,,,,,,,19.36384406,0.027317234,,,,,,,,,,,,,,,,
428669317,Late F,,,,,,,,17.67489704,0.002814813,,,,,,,,,,,,,,,,
460017641,Late F,,,,,,,,29.79201334,0.330828168,,,,,,,,,,,,,,,,
156077053,Late F,,,,,,,,15.23842933,0.422976398,,,,,,,,,,,,,,,,
366784901,Late F,,,,,,,,20.52774026,0.093409147,,,,,,,,,,,,,,,,
231831114,Late F,,,,,,,,26.22923438,0.058715994,,,,,,,,,,,,,,,,
308289198,Late F,,,,,,,,14.12559653,0.311525674,,,,,,,,,,,,,,,,
120976990,Late F,,,,,,,,11.01661404,0.002900863,,,,,,,,,,,,,,,,
253049201,Late F,,,,,,,,17.10264475,0.256991033,,,,,,,,,,,,,,,,
172746107,Late F,,,,,,,,17.38941483,0.368388848,,,,,,,,,,,,,,,,
459056725,Early G,,,,,,,,10.248120,0.369767079,,,,,,,,,,,,,,,,
17154445,Early G,,,,,,,,10.09096555,0.121600155,,,,,,,,,,,,,,,,
50276717,Early G,,,,,,,,29.72410636,0.22564386,,,,,,,,,,,,,,,,
344691603,Early G,,,,,,,,15.97928677,0.172878288,,,,,,,,,,,,,,,,
137837137,Early G,,,,,,,,10.6513241,0.383417592,,,,,,,,,,,,,,,,
388816947,Early G,,,,,,,,24.16592382,0.284804459,,,,,,,,,,,,,,,,
388816947,Early G,,,,,,,,24.06602715,0.154050376,,,,,,,,,,,,,,,,
278536554,Early G,,,,,,,,14.44924818,0.370917019,,,,,,,,,,,,,,,,
80532557,Early G,,,,,,,,14.90981799,0.138152366,,,,,,,,,,,,,,,,
55622372,Early G,,,,,,,,45.58539702,0.511426115,,,,,,,,,,,,,,,,
106313373,Early G,,,,,,,,25.68567282,0.377045575,,,,,,,,,,,,,,,,
302326422,Early G,,,,,,,,16.36355752,0.468919015,,,,,,,,,,,,,,,,
47176864,Early G,,,,,,,,36.14262602,0.456124121,,,,,,,,,,,,,,,,
15756240,Early G,,,,,,,,17.7538723,0.47911676,,,,,,,,,,,,,,,,
406865981,Early G,,,,,,,,42.4029659,0.286626704,,,,,,,,,,,,,,,,
262126225,Early G,,,,,,,,15.2705161,0.420008678,,,,,,,,,,,,,,,,
388940910,Early G,,,,,,,,21.27315525,0.370307473,,,,,,,,,,,,,,,,
113643601,Early G,,,,,,,,22.29866979,0.095159694,,,,,,,,,,,,,,,,
349000372,Early G,,,,,,,,13.10496198,0.2757497,,,,,,,,,,,,,,,,
452813525,Early G,,,,,,,,11.5934137,0.225226187,,,,,,,,,,,,,,,,
258996883,Early G,,,,,,,,26.01720214,0.476251797,,,,,,,,,,,,,,,,
332706753,Early G,,,,,,,,43.67673574,0.139647215,,,,,,,,,,,,,,,,
59627557,Early G,,,,,,,,15.85367263,0.356630694,,,,,,,,,,,,,,,,
42100218,Early G,,,,,,,,11.42405298,0.163059212,,,,,,,,,,,,,,,,
423519829,Early G,,,,,,,,17.20672017,0.487528397,,,,,,,,,,,,,,,,
366632260,Early G,,,,,,,,17.5265431,0.458181406,,,,,,,,,,,,,,,,
150844152,Early G,,,,,,,,12.42508878,0.33130128,,,,,,,,,,,,,,,,
422268964,Early G,,,,,,,,13.39422148,0.080491426,,,,,,,,,,,,,,,,
426422372,Early G,,,,,,,,14.30750477,0.07402406,,,,,,,,,,,,,,,,
152464228,Early G,,,,,,,,19.46308629,0.2134828,,,,,,,,,,,,,,,,
318210626,Early G,,,,,,,,16.9377585,0.038085318,,,,,,,,,,,,,,,,
168407378,Early G,,,,,,,,17.30511167,0.07270035,,,,,,,,,,,,,,,,
423254407,Early G,,,,,,,,31.31670085,0.497734147,,,,,,,,,,,,,,,,
353616245,Early G,,,,,,,,22.88346411,0.096376085,,,,,,,,,,,,,,,,
418215966,Early G,,,,,,,,28.67963777,0.311797286,,,,,,,,,,,,,,,,
423762138,Early G,,,,,,,,15.08698213,0.179632019,,,,,,,,,,,,,,,,
22390773,Early G,,,,,,,,11.30277824,0.179606862,,,,,,,,,,,,,,,,
426422882,Early G,,,,,,,,16.82387365,0.527064813,,,,,,,,,,,,,,,,
72643743,Early G,,,,,,,,19.32390704,0.388829836,,,,,,,,,,,,,,,,
111717,Early G,,,,,,,,28.12908777,0.01752054,,,,,,,,,,,,,,,,
229568585,Early G,,,,,,,,39.10275382,0.390740173,,,,,,,,,,,,,,,,
