name;source;target;adjacency
ae565;Controls - Electrical;Externals/Controls Fuel / Drain;2
ae566;Controls - Electrical;Ignition;2
ae567;Controls - Electrical;Harness;2
ae568;Controls - Electrical;"FADEC Software (""Systems IPT"")";1
ae569;Controls - Electrical;Secondary Flow;1
ae570;ESIT;2.5 Bleed Butterfly;2
ae571;ESIT;Externals/Controls Air System;2
ae572;ESIT;Externals/Controls Fuel / Drain;2
ae573;ESIT;Ignition;2
ae574;ESIT;Harness;2
ae575;ESIT;Controls - Sensor;2
ae576;ESIT;Controls - Mechanical;2
ae577;ESIT;Controls - Electrical;2
ae578;ESIT;Rotordynamics;1
ae579;ESIT;Engine Static Structures;2
ae580;"FADEC Software (""Systems IPT"")";2.5 Bleed (BOM);2
ae581;"FADEC Software (""Systems IPT"")";Gearbox;1
ae582;"FADEC Software (""Systems IPT"")";Oil Pump;1
ae583;"FADEC Software (""Systems IPT"")";PMA;1
ae584;"FADEC Software (""Systems IPT"")";Mech. Comp'ts - Oil System;1
ae585;"FADEC Software (""Systems IPT"")";2.5 Bleed Butterfly;2
ae586;"FADEC Software (""Systems IPT"")";Externals/Controls Air System;2
ae587;"FADEC Software (""Systems IPT"")";Externals/Controls Oil System;2
ae588;"FADEC Software (""Systems IPT"")";Externals/Controls Fuel / Drain;2
ae589;"FADEC Software (""Systems IPT"")";Ignition;2
ae590;"FADEC Software (""Systems IPT"")";Controls - Electrical;2
ae591;"FADEC Software (""Systems IPT"")";Rotordynamics;1
ae592;"FADEC Software (""Systems IPT"")";Engine Static Structures;1
ae593;Secondary Flow;Fan Containment Case;1
ae594;Secondary Flow;Shroudless Fan Blades;1
ae595;Secondary Flow;Fan Stub Shafts;2
ae596;Secondary Flow;Spinners & Nose Caps;2
ae597;Secondary Flow;2.5 Bleed (BOM);2
ae598;Secondary Flow;HPC Rubstrips & Spaces;1
ae599;Secondary Flow;Giggle Tube & Blade Locks;1
ae600;Secondary Flow;Tobi Duct;2
ae601;Secondary Flow;Diffuser Tubes;2
ae602;Secondary Flow;HPT Blades;1
ae603;Secondary Flow;HPT 1V;1
ae604;Secondary Flow;HPT 2V;1
ae605;Secondary Flow;HPT Rotor;2
ae606;Secondary Flow;HPT Case/OAS;2
ae607;Secondary Flow;LP Shafts;1
ae608;Secondary Flow;LPT Case;1
ae609;Secondary Flow;TEC;1
ae610;Secondary Flow;LPT Vanes;1
ae611;Secondary Flow;LPT Blades;1
ae612;Secondary Flow;LPT OAS / Tducts / Insulation;1
ae613;Secondary Flow;Mainshaft IPT;1
ae614;Secondary Flow;Intershaft Seal;1
ae615;Secondary Flow;PMA;1
ae616;Secondary Flow;External Tubes;2
ae617;Secondary Flow;Externals/Controls Air System;2
ae618;Secondary Flow;Externals/Controls Fuel / Drain;2
ae619;Secondary Flow;Harness;2
ae620;Secondary Flow;Controls - Mechanical;2
ae621;Secondary Flow;Controls - Electrical;2
ae622;Secondary Flow;Rotordynamics;2
ae623;Secondary Flow;Engine Static Structures;2
ae624;Rotordynamics;Fan Containment Case;2
ae625;Rotordynamics;Fan Exit Guide Vanes & Cases;2
ae626;Rotordynamics;Shroudless Fan Blades;2
ae627;Rotordynamics;Fan Hubs;2
ae628;Rotordynamics;Fan Stub Shafts;2
ae629;Rotordynamics;Spinners & Nose Caps;2
ae630;Rotordynamics;Fan Blade Platforms;2
ae631;Rotordynamics;LPC Drum;2
ae632;Rotordynamics;Diffuser;2
ae633;Rotordynamics;Tobi Duct;2
ae634;Rotordynamics;HPT Blades;2
ae635;Rotordynamics;HPT Rotor;2
ae636;Rotordynamics;HPT Case/OAS;2
ae637;Rotordynamics;LP Shafts;2
ae638;Rotordynamics;LPT Case;1
ae639;Rotordynamics;TEC;1
ae640;Rotordynamics;LPT Blades;1
ae641;Rotordynamics;Mainshaft IPT;1
ae642;Rotordynamics;Gearbox;1
ae643;Rotordynamics;Secondary Flow;1
ae644;Rotordynamics;Engine Static Structures;2
ae645;Airframe / Nacelle Interface;Fan Containment Case;2
ae646;Airframe / Nacelle Interface;Fan Exit Guide Vanes & Cases;2
ae647;Airframe / Nacelle Interface;Shroudless Fan Blades;2
ae648;Airframe / Nacelle Interface;LPC Airfoils;1
ae649;Airframe / Nacelle Interface;LPC Stator;1
ae650;Airframe / Nacelle Interface;LPC Splitter;1
ae651;Airframe / Nacelle Interface;Intermediate Case;2
ae652;Airframe / Nacelle Interface;Variable Vanes;1
ae653;Airframe / Nacelle Interface;HPC Fixed Stators / Cases;2
ae654;Airframe / Nacelle Interface;Diffuser;2
ae655;Airframe / Nacelle Interface;Fuel Nozzle;1
ae656;Airframe / Nacelle Interface;HPT Case/OAS;1
ae657;Airframe / Nacelle Interface;LPT Case;1
ae658;Airframe / Nacelle Interface;TEC;2
ae659;Airframe / Nacelle Interface;Gearbox;1
ae660;Airframe / Nacelle Interface;Oil Pump;1
ae661;Airframe / Nacelle Interface;External Tubes;2
ae662;Airframe / Nacelle Interface;Externals/Controls Air System;2
ae663;Airframe / Nacelle Interface;Externals/Controls Fuel / Drain;2
ae664;Airframe / Nacelle Interface;Harness;2
ae665;Airframe / Nacelle Interface;Controls - Sensor;2
ae666;Airframe / Nacelle Interface;Controls - Mechanical;2
ae667;Airframe / Nacelle Interface;Controls - Electrical;2
ae668;Airframe / Nacelle Interface;Secondary Flow;1
ae669;Airframe / Nacelle Interface;Rotordynamics;2
ae670;Airframe / Nacelle Interface;Engine Static Structures;2
ae671;Engine Static Structures;Fan Containment Case;2
ae672;Engine Static Structures;Fan Exit Guide Vanes & Cases;2
ae673;Engine Static Structures;Intermediate Case;2
ae674;Engine Static Structures;HPC Fixed Stators / Cases;1
ae675;Engine Static Structures;HPC Rubstrips & Spaces;1
ae676;Engine Static Structures;Diffuser;2
ae677;Engine Static Structures;Tobi Duct;2
ae678;Engine Static Structures;Fuel Nozzle;1
ae679;Engine Static Structures;HPT Blades;2
ae680;Engine Static Structures;HPT 1V;2
ae681;Engine Static Structures;HPT 2V;2
ae682;Engine Static Structures;HPT Case/OAS;2
ae683;Engine Static Structures;LPT Case;2
ae684;Engine Static Structures;TEC;1
ae685;Engine Static Structures;Mainshaft IPT;2
ae686;Engine Static Structures;Gearbox;2
ae687;Engine Static Structures;#3 Breather Valve;2
ae688;Engine Static Structures;Intershaft Seal;2
ae689;Engine Static Structures;Secondary Flow;1
ae690;Engine Static Structures;Rotordynamics;1
