acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
VISp4,1,188,721,"Primary visual area, layer 4","[997, 8, 567, 688, 695, 315, 669, 385, 721]","[396673091, 667481445, 691663206, 12, 184527634]","[8, 133, 140]"
VISp5,1,189,778,"Primary visual area, layer 5","[997, 8, 567, 688, 695, 315, 669, 385, 778]","[396673091, 691663206, 667481446, 12, 184527634]","[8, 133, 140]"
VISp6a,1,190,33,"Primary visual area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 385, 33]","[396673091, 691663206, 667481449, 12, 184527634]","[8, 133, 140]"
VISp6b,1,191,305,"Primary visual area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 385, 305]","[396673091, 691663206, 667481450, 12, 184527634]","[8, 133, 140]"
VISpl,1,192,425,Posterolateral visual area,"[997, 8, 567, 688, 695, 315, 669, 425]","[396673091, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[8, 133, 140]"
VISpl1,1,193,750,"Posterolateral visual area, layer 1","[997, 8, 567, 688, 695, 315, 669, 425, 750]","[667481440, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
VISpl2/3,1,194,269,"Posterolateral visual area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 425, 269]","[667481441, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
VISpl4,1,195,869,"Posterolateral visual area, layer 4","[997, 8, 567, 688, 695, 315, 669, 425, 869]","[396673091, 667481445, 691663206, 12, 184527634]","[8, 133, 140]"
VISpl5,1,196,902,"Posterolateral visual area, layer 5","[997, 8, 567, 688, 695, 315, 669, 425, 902]","[396673091, 667481446, 691663206, 12, 184527634]","[8, 133, 140]"
VISpl6a,1,197,377,"Posterolateral visual area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 425, 377]","[396673091, 691663206, 667481449, 12, 184527634]","[8, 133, 140]"
VISpl6b,1,198,393,"Posterolateral visual area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 425, 393]","[396673091, 691663206, 667481450, 12, 184527634]","[8, 133, 140]"
VISpm,1,199,533,posteromedial visual area,"[997, 8, 567, 688, 695, 315, 669, 533]","[396673091, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 514166994, 112905813, 167587189, 114512891]","[8, 133, 140]"
VISpm1,1,200,805,"posteromedial visual area, layer 1","[997, 8, 567, 688, 695, 315, 669, 533, 805]","[667481440, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
VISpm2/3,1,201,41,"posteromedial visual area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 533, 41]","[667481441, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
VISpm4,1,202,501,"posteromedial visual area, layer 4","[997, 8, 567, 688, 695, 315, 669, 533, 501]","[396673091, 667481445, 691663206, 12, 184527634]","[8, 133, 140]"
VISpm5,1,203,565,"posteromedial visual area, layer 5","[997, 8, 567, 688, 695, 315, 669, 533, 565]","[396673091, 691663206, 667481446, 12, 184527634]","[8, 133, 140]"
VISpm6a,1,204,257,"posteromedial visual area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 533, 257]","[396673091, 691663206, 667481449, 12, 184527634]","[8, 133, 140]"
VISpm6b,1,205,469,"posteromedial visual area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 533, 469]","[396673091, 691663206, 667481450, 12, 184527634]","[8, 133, 140]"
VISli,1,206,312782574,Laterointermediate area,"[997, 8, 567, 688, 695, 315, 669, 312782574]","[396673091, 112905828, 688152357, 691663206, 687527945, 184527634, 514166994, 167587189, 114512891]","[8, 133, 140]"
VISli1,1,207,312782578,"Laterointermediate area, layer 1","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782578]","[667481440, 184527634, 396673091, 691663206]","[8, 133, 140]"
VISli2/3,1,208,312782582,"Laterointermediate area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782582]","[667481441, 184527634, 396673091, 691663206]","[8, 133, 140]"
VISli4,1,209,312782586,"Laterointermediate area, layer 4","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782586]","[184527634, 396673091, 667481445, 691663206]","[8, 133, 140]"
VISli5,1,210,312782590,"Laterointermediate area, layer 5","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782590]","[184527634, 396673091, 667481446, 691663206]","[8, 133, 140]"
VISli6a,1,211,312782594,"Laterointermediate area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782594]","[667481449, 184527634, 396673091, 691663206]","[8, 133, 140]"
VISli6b,1,212,312782598,"Laterointermediate area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782598]","[184527634, 396673091, 667481450, 691663206]","[8, 133, 140]"
VISpor,1,213,312782628,Postrhinal area,"[997, 8, 567, 688, 695, 315, 669, 312782628]","[396673091, 112905828, 688152357, 691663206, 687527945, 184527634, 167587189, 114512891]","[8, 133, 140]"
VISpor1,1,214,312782632,"Postrhinal area, layer 1","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782632]","[667481440, 184527634, 396673091, 691663206]","[8, 133, 140]"
VISpor2/3,1,215,312782636,"Postrhinal area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782636]","[667481441, 184527634, 396673091, 691663206]","[8, 133, 140]"
VISpor4,1,216,312782640,"Postrhinal area, layer 4","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782640]","[184527634, 396673091, 667481445, 691663206]","[8, 133, 140]"
VISpor5,1,217,312782644,"Postrhinal area, layer 5","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782644]","[184527634, 396673091, 667481446, 691663206]","[8, 133, 140]"
VISpor6a,1,218,312782648,"Postrhinal area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782648]","[667481449, 184527634, 396673091, 691663206]","[8, 133, 140]"
VISpor6b,1,219,312782652,"Postrhinal area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782652]","[184527634, 396673091, 667481450, 691663206]","[8, 133, 140]"
ACA,1,220,31,Anterior cingulate area,"[997, 8, 567, 688, 695, 315, 31]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[64, 166, 102]"
ACAd,1,226,39,"Anterior cingulate area, dorsal part","[997, 8, 567, 688, 695, 315, 31, 39]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[64, 166, 102]"
ACAd1,1,227,935,"Anterior cingulate area, dorsal part, layer 1","[997, 8, 567, 688, 695, 315, 31, 39, 935]","[667481440, 184527634, 12, 691663206]","[64, 166, 102]"
ACAd2/3,1,228,211,"Anterior cingulate area, dorsal part, layer 2/3","[997, 8, 567, 688, 695, 315, 31, 39, 211]","[667481441, 184527634, 12, 691663206]","[64, 166, 102]"
ACAd5,1,229,1015,"Anterior cingulate area, dorsal part, layer 5","[997, 8, 567, 688, 695, 315, 31, 39, 1015]","[184527634, 12, 667481446, 691663206]","[64, 166, 102]"
ACAd6a,1,230,919,"Anterior cingulate area, dorsal part, layer 6a","[997, 8, 567, 688, 695, 315, 31, 39, 919]","[667481449, 184527634, 12, 691663206]","[64, 166, 102]"
ACAd6b,1,231,927,"Anterior cingulate area, dorsal part, layer 6b","[997, 8, 567, 688, 695, 315, 31, 39, 927]","[667481450, 184527634, 12, 691663206]","[64, 166, 102]"
ACAv,1,232,48,"Anterior cingulate area, ventral part","[997, 8, 567, 688, 695, 315, 31, 48]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[64, 166, 102]"
ACAv1,1,233,588,"Anterior cingulate area, ventral part, layer 1","[997, 8, 567, 688, 695, 315, 31, 48, 588]","[667481440, 184527634, 12, 691663206]","[64, 166, 102]"
ACAv2/3,1,234,296,"Anterior cingulate area, ventral part, layer 2/3","[997, 8, 567, 688, 695, 315, 31, 48, 296]","[667481441, 184527634, 12, 691663206]","[64, 166, 102]"
ACAv5,1,235,772,"Anterior cingulate area, ventral part, layer 5","[997, 8, 567, 688, 695, 315, 31, 48, 772]","[184527634, 12, 667481446, 691663206]","[64, 166, 102]"
ACAv6a,1,236,810,"Anterior cingulate area, ventral part, 6a","[997, 8, 567, 688, 695, 315, 31, 48, 810]","[667481449, 184527634, 12, 691663206]","[64, 166, 102]"
ACAv6b,1,237,819,"Anterior cingulate area, ventral part, 6b","[997, 8, 567, 688, 695, 315, 31, 48, 819]","[667481450, 184527634, 12, 691663206]","[64, 166, 102]"
PL,1,238,972,Prelimbic area,"[997, 8, 567, 688, 695, 315, 972]","[3, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[47, 168, 80]"
PL1,1,239,171,"Prelimbic area, layer 1","[997, 8, 567, 688, 695, 315, 972, 171]","[667481440, 184527634, 12, 691663206]","[47, 168, 80]"
PL2/3,1,241,304,"Prelimbic area, layer 2/3","[997, 8, 567, 688, 695, 315, 972, 304]","[667481441, 184527634, 12, 691663206]","[47, 168, 80]"
PL5,1,242,363,"Prelimbic area, layer 5","[997, 8, 567, 688, 695, 315, 972, 363]","[184527634, 12, 667481446, 691663206]","[47, 168, 80]"
PL6a,1,243,84,"Prelimbic area, layer 6a","[997, 8, 567, 688, 695, 315, 972, 84]","[667481449, 184527634, 12, 691663206]","[47, 168, 80]"
PL6b,1,244,132,"Prelimbic area, layer 6b","[997, 8, 567, 688, 695, 315, 972, 132]","[667481450, 184527634, 12, 691663206]","[47, 168, 80]"
ILA,1,245,44,Infralimbic area,"[997, 8, 567, 688, 695, 315, 44]","[3, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[89, 179, 99]"
ILA1,1,246,707,"Infralimbic area, layer 1","[997, 8, 567, 688, 695, 315, 44, 707]","[667481440, 184527634, 12, 691663206]","[89, 179, 99]"
ILA2/3,1,248,556,"Infralimbic area, layer 2/3","[997, 8, 567, 688, 695, 315, 44, 556]","[667481441, 184527634, 12, 691663206]","[89, 179, 99]"
ILA5,1,249,827,"Infralimbic area, layer 5","[997, 8, 567, 688, 695, 315, 44, 827]","[184527634, 12, 667481446, 691663206]","[89, 179, 99]"
ILA6a,1,250,1054,"Infralimbic area, layer 6a","[997, 8, 567, 688, 695, 315, 44, 1054]","[667481449, 184527634, 12, 691663206]","[89, 179, 99]"
ILA6b,1,251,1081,"Infralimbic area, layer 6b","[997, 8, 567, 688, 695, 315, 44, 1081]","[184527634, 12, 667481450, 691663206]","[89, 179, 99]"
ORB,1,252,714,Orbital area,"[997, 8, 567, 688, 695, 315, 714]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[36, 138, 94]"
ORBl,1,258,723,"Orbital area, lateral part","[997, 8, 567, 688, 695, 315, 714, 723]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[36, 138, 94]"
ORBl1,1,259,448,"Orbital area, lateral part, layer 1","[997, 8, 567, 688, 695, 315, 714, 723, 448]","[667481440, 184527634, 12, 691663206]","[36, 138, 94]"
ORBl2/3,1,260,412,"Orbital area, lateral part, layer 2/3","[997, 8, 567, 688, 695, 315, 714, 723, 412]","[667481441, 184527634, 12, 691663206]","[36, 138, 94]"
ORBl5,1,261,630,"Orbital area, lateral part, layer 5","[997, 8, 567, 688, 695, 315, 714, 723, 630]","[184527634, 12, 667481446, 691663206]","[36, 138, 94]"
ORBl6a,1,262,440,"Orbital area, lateral part, layer 6a","[997, 8, 567, 688, 695, 315, 714, 723, 440]","[667481449, 184527634, 12, 691663206]","[36, 138, 94]"
ORBl6b,1,263,488,"Orbital area, lateral part, layer 6b","[997, 8, 567, 688, 695, 315, 714, 723, 488]","[184527634, 667481450, 691663206]","[36, 138, 94]"
ORBm,1,264,731,"Orbital area, medial part","[997, 8, 567, 688, 695, 315, 714, 731]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[36, 138, 94]"
ORBm1,1,265,484,"Orbital area, medial part, layer 1","[997, 8, 567, 688, 695, 315, 714, 731, 484]","[667481440, 184527634, 12, 691663206]","[36, 138, 94]"
ORBm2/3,1,267,582,"Orbital area, medial part, layer 2/3","[997, 8, 567, 688, 695, 315, 714, 731, 582]","[667481441, 184527634, 12, 691663206]","[36, 138, 94]"
ORBm5,1,268,620,"Orbital area, medial part, layer 5","[997, 8, 567, 688, 695, 315, 714, 731, 620]","[184527634, 12, 667481446, 691663206]","[36, 138, 94]"
ORBm6a,1,269,910,"Orbital area, medial part, layer 6a","[997, 8, 567, 688, 695, 315, 714, 731, 910]","[667481449, 184527634, 12, 691663206]","[36, 138, 94]"
ORBm6b,1,270,527696977,"Orbital area, medial part, layer 6b","[997, 8, 567, 688, 695, 315, 714, 731, 527696977]","[667481450, 184527634, 691663206]","[36, 138, 94]"
ORBvl,1,272,746,"Orbital area, ventrolateral part","[997, 8, 567, 688, 695, 315, 714, 746]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[36, 138, 94]"
ORBvl1,1,273,969,"Orbital area, ventrolateral part, layer 1","[997, 8, 567, 688, 695, 315, 714, 746, 969]","[667481440, 184527634, 12, 691663206]","[36, 138, 94]"
ORBvl2/3,1,274,288,"Orbital area, ventrolateral part, layer 2/3","[997, 8, 567, 688, 695, 315, 714, 746, 288]","[667481441, 184527634, 12, 691663206]","[36, 138, 94]"
ORBvl5,1,275,1125,"Orbital area, ventrolateral part, layer 5","[997, 8, 567, 688, 695, 315, 714, 746, 1125]","[184527634, 12, 667481446, 691663206]","[36, 138, 94]"
ORBvl6a,1,276,608,"Orbital area, ventrolateral part, layer 6a","[997, 8, 567, 688, 695, 315, 714, 746, 608]","[667481449, 184527634, 12, 691663206]","[36, 138, 94]"
ORBvl6b,1,277,680,"Orbital area, ventrolateral part, layer 6b","[997, 8, 567, 688, 695, 315, 714, 746, 680]","[667481450, 184527634, 691663206]","[36, 138, 94]"
AI,1,278,95,Agranular insular area,"[997, 8, 567, 688, 695, 315, 95]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[33, 152, 102]"
AId,1,279,104,"Agranular insular area, dorsal part","[997, 8, 567, 688, 695, 315, 95, 104]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[33, 152, 102]"
AId1,1,280,996,"Agranular insular area, dorsal part, layer 1","[997, 8, 567, 688, 695, 315, 95, 104, 996]","[667481440, 184527634, 12, 691663206]","[33, 152, 102]"
AId2/3,1,281,328,"Agranular insular area, dorsal part, layer 2/3","[997, 8, 567, 688, 695, 315, 95, 104, 328]","[667481441, 184527634, 12, 691663206]","[33, 152, 102]"
AId5,1,282,1101,"Agranular insular area, dorsal part, layer 5","[997, 8, 567, 688, 695, 315, 95, 104, 1101]","[184527634, 12, 667481446, 691663206]","[33, 152, 102]"
AId6a,1,283,783,"Agranular insular area, dorsal part, layer 6a","[997, 8, 567, 688, 695, 315, 95, 104, 783]","[667481449, 184527634, 12, 691663206]","[33, 152, 102]"
AId6b,1,284,831,"Agranular insular area, dorsal part, layer 6b","[997, 8, 567, 688, 695, 315, 95, 104, 831]","[184527634, 667481450, 691663206]","[33, 152, 102]"
AIp,1,285,111,"Agranular insular area, posterior part","[997, 8, 567, 688, 695, 315, 95, 111]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[33, 152, 102]"
AIp1,1,286,120,"Agranular insular area, posterior part, layer 1","[997, 8, 567, 688, 695, 315, 95, 111, 120]","[667481440, 184527634, 12, 691663206]","[33, 152, 102]"
AIp2/3,1,287,163,"Agranular insular area, posterior part, layer 2/3","[997, 8, 567, 688, 695, 315, 95, 111, 163]","[667481441, 184527634, 12, 691663206]","[33, 152, 102]"
AIp5,1,288,344,"Agranular insular area, posterior part, layer 5","[997, 8, 567, 688, 695, 315, 95, 111, 344]","[184527634, 12, 667481446, 691663206]","[33, 152, 102]"
AIp6a,1,289,314,"Agranular insular area, posterior part, layer 6a","[997, 8, 567, 688, 695, 315, 95, 111, 314]","[667481449, 184527634, 12, 691663206]","[33, 152, 102]"
AIp6b,1,290,355,"Agranular insular area, posterior part, layer 6b","[997, 8, 567, 688, 695, 315, 95, 111, 355]","[184527634, 667481450, 691663206]","[33, 152, 102]"
AIv,1,291,119,"Agranular insular area, ventral part","[997, 8, 567, 688, 695, 315, 95, 119]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[33, 152, 102]"
AIv1,1,292,704,"Agranular insular area, ventral part, layer 1","[997, 8, 567, 688, 695, 315, 95, 119, 704]","[667481440, 184527634, 12, 691663206]","[33, 152, 102]"
AIv2/3,1,293,694,"Agranular insular area, ventral part, layer 2/3","[997, 8, 567, 688, 695, 315, 95, 119, 694]","[667481441, 184527634, 12, 691663206]","[33, 152, 102]"
AIv5,1,294,800,"Agranular insular area, ventral part, layer 5","[997, 8, 567, 688, 695, 315, 95, 119, 800]","[667481446, 184527634, 12, 691663206]","[33, 152, 102]"
AIv6a,1,295,675,"Agranular insular area, ventral part, layer 6a","[997, 8, 567, 688, 695, 315, 95, 119, 675]","[667481449, 184527634, 12, 691663206]","[33, 152, 102]"
AIv6b,1,296,699,"Agranular insular area, ventral part, layer 6b","[997, 8, 567, 688, 695, 315, 95, 119, 699]","[184527634, 667481450, 691663206]","[33, 152, 102]"
RSP,1,297,254,Retrosplenial area,"[997, 8, 567, 688, 695, 315, 254]","[3, 112905828, 691663206, 10, 12, 184527634, 112905813, 114512891]","[26, 166, 152]"
RSPagl,1,298,894,"Retrosplenial area, lateral agranular part","[997, 8, 567, 688, 695, 315, 254, 894]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 112905813, 114512891]","[26, 166, 152]"
RSPagl1,1,299,671,"Retrosplenial area, lateral agranular part, layer 1","[997, 8, 567, 688, 695, 315, 254, 894, 671]","[667481440, 184527634, 12, 691663206]","[26, 166, 152]"
RSPagl2/3,1,300,965,"Retrosplenial area, lateral agranular part, layer 2/3","[997, 8, 567, 688, 695, 315, 254, 894, 965]","[667481441, 184527634, 12, 691663206]","[26, 166, 152]"
RSPagl5,1,301,774,"Retrosplenial area, lateral agranular part, layer 5","[997, 8, 567, 688, 695, 315, 254, 894, 774]","[184527634, 12, 667481446, 691663206]","[26, 166, 152]"
RSPagl6a,1,302,906,"Retrosplenial area, lateral agranular part, layer 6a","[997, 8, 567, 688, 695, 315, 254, 894, 906]","[667481449, 184527634, 12, 691663206]","[26, 166, 152]"
RSPagl6b,1,303,279,"Retrosplenial area, lateral agranular part, layer 6b","[997, 8, 567, 688, 695, 315, 254, 894, 279]","[184527634, 12, 667481450, 691663206]","[26, 166, 152]"
RSPd,1,325,879,"Retrosplenial area, dorsal part","[997, 8, 567, 688, 695, 315, 254, 879]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[26, 166, 152]"
RSPd1,1,326,442,"Retrosplenial area, dorsal part, layer 1","[997, 8, 567, 688, 695, 315, 254, 879, 442]","[667481440, 184527634, 12, 691663206]","[26, 166, 152]"
RSPd2/3,1,327,434,"Retrosplenial area, dorsal part, layer 2/3","[997, 8, 567, 688, 695, 315, 254, 879, 434]","[667481441, 184527634, 12, 691663206]","[26, 166, 152]"
RSPd4,1,328,545,"Retrosplenial area, dorsal part, layer 4","[997, 8, 567, 688, 695, 315, 254, 879, 545]","[184527634, 667481445, 691663206]","[26, 166, 152]"
RSPd5,1,329,610,"Retrosplenial area, dorsal part, layer 5","[997, 8, 567, 688, 695, 315, 254, 879, 610]","[184527634, 12, 667481446, 691663206]","[26, 166, 152]"
RSPd6a,1,330,274,"Retrosplenial area, dorsal part, layer 6a","[997, 8, 567, 688, 695, 315, 254, 879, 274]","[667481449, 184527634, 12, 691663206]","[26, 166, 152]"
RSPd6b,1,331,330,"Retrosplenial area, dorsal part, layer 6b","[997, 8, 567, 688, 695, 315, 254, 879, 330]","[667481450, 184527634, 12, 691663206]","[26, 166, 152]"
RSPv,1,332,886,"Retrosplenial area, ventral part","[997, 8, 567, 688, 695, 315, 254, 886]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[26, 166, 152]"
RSPv1,1,333,542,"Retrosplenial area, ventral part, layer 1","[997, 8, 567, 688, 695, 315, 254, 886, 542]","[667481440, 184527634, 12, 691663206]","[26, 166, 152]"
RSPv2/3,1,335,430,"Retrosplenial area, ventral part, layer 2/3","[997, 8, 567, 688, 695, 315, 254, 886, 430]","[667481441, 184527634, 12, 691663206]","[26, 166, 152]"
RSPv5,1,336,687,"Retrosplenial area, ventral part, layer 5","[997, 8, 567, 688, 695, 315, 254, 886, 687]","[184527634, 12, 667481446, 691663206]","[26, 166, 152]"
RSPv6a,1,337,590,"Retrosplenial area, ventral part, layer 6a","[997, 8, 567, 688, 695, 315, 254, 886, 590]","[667481449, 184527634, 12, 691663206]","[26, 166, 152]"
RSPv6b,1,338,622,"Retrosplenial area, ventral part, layer 6b","[997, 8, 567, 688, 695, 315, 254, 886, 622]","[667481450, 184527634, 12, 691663206]","[26, 166, 152]"
PTLp,1,339,22,Posterior parietal association areas,"[997, 8, 567, 688, 695, 315, 22]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891]","[0, 159, 172]"
VISa,1,346,312782546,Anterior area,"[997, 8, 567, 688, 695, 315, 22, 312782546]","[396673091, 112905828, 688152357, 691663206, 687527945, 184527634, 167587189, 114512891]","[0, 159, 172]"
VISa1,1,347,312782550,"Anterior area, layer 1","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782550]","[667481440, 184527634, 396673091, 691663206]","[0, 159, 172]"
VISa2/3,1,348,312782554,"Anterior area, layer 2/3","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782554]","[667481441, 184527634, 396673091, 691663206]","[0, 159, 172]"
VISa4,1,349,312782558,"Anterior area, layer 4","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782558]","[184527634, 396673091, 667481445, 691663206]","[0, 159, 172]"
VISa5,1,350,312782562,"Anterior area, layer 5","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782562]","[184527634, 396673091, 667481446, 691663206]","[0, 159, 172]"
VISa6a,1,351,312782566,"Anterior area, layer 6a","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782566]","[667481449, 184527634, 396673091, 691663206]","[0, 159, 172]"
VISa6b,1,352,312782570,"Anterior area, layer 6b","[997, 8, 567, 688, 695, 315, 22, 312782546, 312782570]","[184527634, 396673091, 667481450, 691663206]","[0, 159, 172]"
VISrl,1,353,417,Rostrolateral visual area,"[997, 8, 567, 688, 695, 315, 22, 417]","[396673091, 112905828, 688152357, 691663206, 687527945, 184527634, 514166994, 167587189, 114512891]","[0, 159, 172]"
VISrl1,1,354,312782604,"Rostrolateral area, layer 1","[997, 8, 567, 688, 695, 315, 22, 417, 312782604]","[667481440, 184527634, 396673091, 691663206]","[0, 159, 172]"
VISrl2/3,1,355,312782608,"Rostrolateral area, layer 2/3","[997, 8, 567, 688, 695, 315, 22, 417, 312782608]","[667481441, 184527634, 396673091, 691663206]","[0, 159, 172]"
VISrl4,1,356,312782612,"Rostrolateral area, layer 4","[997, 8, 567, 688, 695, 315, 22, 417, 312782612]","[184527634, 396673091, 667481445, 691663206]","[0, 159, 172]"
VISrl5,1,357,312782616,"Rostrolateral area, layer 5","[997, 8, 567, 688, 695, 315, 22, 417, 312782616]","[667481446, 184527634, 396673091, 691663206]","[0, 159, 172]"
VISrl6a,1,358,312782620,"Rostrolateral area, layer 6a","[997, 8, 567, 688, 695, 315, 22, 417, 312782620]","[667481449, 184527634, 396673091, 691663206]","[0, 159, 172]"
VISrl6b,1,359,312782624,"Rostrolateral area, layer 6b","[997, 8, 567, 688, 695, 315, 22, 417, 312782624]","[184527634, 396673091, 667481450, 691663206]","[0, 159, 172]"
TEa,1,360,541,Temporal association areas,"[997, 8, 567, 688, 695, 315, 541]","[3, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[21, 176, 179]"
TEa1,1,361,97,"Temporal association areas, layer 1","[997, 8, 567, 688, 695, 315, 541, 97]","[667481440, 184527634, 12, 691663206]","[21, 176, 179]"
TEa2/3,1,362,1127,"Temporal association areas, layer 2/3","[997, 8, 567, 688, 695, 315, 541, 1127]","[667481441, 184527634, 12, 691663206]","[21, 176, 179]"
TEa4,1,363,234,"Temporal association areas, layer 4","[997, 8, 567, 688, 695, 315, 541, 234]","[184527634, 12, 667481445, 691663206]","[21, 176, 179]"
TEa5,1,364,289,"Temporal association areas, layer 5","[997, 8, 567, 688, 695, 315, 541, 289]","[184527634, 12, 667481446, 691663206]","[21, 176, 179]"
TEa6a,1,365,729,"Temporal association areas, layer 6a","[997, 8, 567, 688, 695, 315, 541, 729]","[667481449, 184527634, 12, 691663206]","[21, 176, 179]"
TEa6b,1,366,786,"Temporal association areas, layer 6b","[997, 8, 567, 688, 695, 315, 541, 786]","[184527634, 12, 667481450, 691663206]","[21, 176, 179]"
PERI,1,367,922,Perirhinal area,"[997, 8, 567, 688, 695, 315, 922]","[3, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189]","[14, 150, 132]"
PERI1,1,368,540,"Perirhinal area, layer 1","[997, 8, 567, 688, 695, 315, 922, 540]","[667481440, 184527634, 12, 691663206]","[14, 150, 132]"
PERI2/3,1,369,888,"Perirhinal area, layer 2/3","[997, 8, 567, 688, 695, 315, 922, 888]","[667481441, 184527634, 12, 691663206]","[14, 150, 132]"
PERI5,1,370,692,"Perirhinal area, layer 5","[997, 8, 567, 688, 695, 315, 922, 692]","[184527634, 12, 667481446, 691663206]","[14, 150, 132]"
PERI6a,1,371,335,"Perirhinal area, layer 6a","[997, 8, 567, 688, 695, 315, 922, 335]","[667481449, 184527634, 12, 691663206]","[14, 150, 132]"
PERI6b,1,372,368,"Perirhinal area, layer 6b","[997, 8, 567, 688, 695, 315, 922, 368]","[667481450, 184527634, 12, 691663206]","[14, 150, 132]"
ECT,1,373,895,Ectorhinal area,"[997, 8, 567, 688, 695, 315, 895]","[3, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[13, 159, 145]"
ECT1,1,374,836,Ectorhinal area/Layer 1,"[997, 8, 567, 688, 695, 315, 895, 836]","[667481440, 184527634, 12, 691663206]","[13, 159, 145]"
ECT2/3,1,375,427,Ectorhinal area/Layer 2/3,"[997, 8, 567, 688, 695, 315, 895, 427]","[667481441, 184527634, 12, 691663206]","[13, 159, 145]"
ECT5,1,376,988,Ectorhinal area/Layer 5,"[997, 8, 567, 688, 695, 315, 895, 988]","[184527634, 12, 667481446, 691663206]","[13, 159, 145]"
ECT6a,1,377,977,Ectorhinal area/Layer 6a,"[997, 8, 567, 688, 695, 315, 895, 977]","[667481449, 184527634, 12, 691663206]","[13, 159, 145]"
ECT6b,1,378,1045,Ectorhinal area/Layer 6b,"[997, 8, 567, 688, 695, 315, 895, 1045]","[667481450, 184527634, 12, 691663206]","[13, 159, 145]"
OLF,1,379,698,Olfactory areas,"[997, 8, 567, 688, 695, 698]","[2, 3, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[154, 210, 189]"
MOB,1,380,507,Main olfactory bulb,"[997, 8, 567, 688, 695, 698, 507]","[112905828, 691663206, 688152358, 687527945, 12, 184527634, 167587189, 114512891]","[154, 210, 189]"
AOB,1,386,151,Accessory olfactory bulb,"[997, 8, 567, 688, 695, 698, 151]","[112905828, 688152358, 691663206, 687527945, 10, 12, 184527634, 167587189, 114512891]","[157, 240, 210]"
AOBgl,1,387,188,"Accessory olfactory bulb, glomerular layer","[997, 8, 567, 688, 695, 698, 151, 188]","[184527634, 12, 691663206]","[157, 240, 210]"
AOBgr,1,388,196,"Accessory olfactory bulb, granular layer","[997, 8, 567, 688, 695, 698, 151, 196]","[184527634, 12, 691663206]","[149, 228, 200]"
