id,GlobalDockQ,Rank
2PXY_ABCD_2PXY_authP,0.49,005
2Q5Y_A_2Q5Y_B,0.88,001
2Q5Y_A_2Q5Y_B,0.87,002
2Q5Y_A_2Q5Y_B,0.87,003
2Q5Y_A_2Q5Y_B,0.87,004
2Q5Y_A_2Q5Y_B,0.87,005
2QAS_A_2QAS_B,0.9,001
2QAS_A_2QAS_B,0.91,002
2QAS_A_2QAS_B,0.9,003
2QAS_A_2QAS_B,0.89,004
2QAS_A_2QAS_B,0.11,005
2QBW_A_2QBW_B,0.39,001
2QBW_A_2QBW_B,0.26,002
2QBW_A_2QBW_B,0.45,003
2QBW_A_2QBW_B,0.33,004
2QBW_A_2QBW_B,0.24,005
2QIY_AauthB_2QIY_authC,0.85,001
2QIY_AauthB_2QIY_authC,0.85,002
2QIY_AauthB_2QIY_authC,0.86,003
2QIY_AauthB_2QIY_authC,0.33,004
2QIY_AauthB_2QIY_authC,0.33,005
2QOS_authC_2QOS_authA,0.29,001
2QOS_authC_2QOS_authA,0.29,002
2QOS_authC_2QOS_authA,0.31,003
2QOS_authC_2QOS_authA,0.3,004
2QOS_authC_2QOS_authA,0.55,005
2QXV_A_2QXV_B,0.91,001
2QXV_A_2QXV_B,0.9,002
2QXV_A_2QXV_B,0.86,003
2QXV_A_2QXV_B,0.54,004
2QXV_A_2QXV_B,0.55,005
2R9Q_B_2R9Q_authY,0.04,001
2R9Q_B_2R9Q_authY,0.03,002
2R9Q_B_2R9Q_authY,0.04,003
2R9Q_B_2R9Q_authY,0.03,004
2R9Q_B_2R9Q_authY,0.04,005
2RL0_AauthBauthF_2RL0_authC,0.05,001
2RL0_AauthBauthF_2RL0_authC,0.03,002
2RL0_AauthBauthF_2RL0_authC,0.07,003
2RL0_AauthBauthF_2RL0_authC,0.09,004
2RL0_AauthBauthF_2RL0_authC,0.08,005
2V5F_A_2V5F_authX,0.04,001
2V5F_A_2V5F_authX,0.04,002
2V5F_A_2V5F_authX,0.04,003
2V5F_A_2V5F_authX,0.04,004
2V5F_A_2V5F_authX,0.04,005
2V64_A_2V64_B,0.91,001
2V64_A_2V64_B,0.92,002
2V64_A_2V64_B,0.89,003
2V64_A_2V64_B,0.85,004
2V64_A_2V64_B,0.81,005
2VR3_AB_2VR3_C,0.46,001
2VR3_AB_2VR3_C,0.44,002
2VR3_AB_2VR3_C,0.41,003
2VR3_AB_2VR3_C,0.45,004
2VR3_AB_2VR3_C,0.43,005
2VWF_A_2VWF_B,0.81,001
2VWF_A_2VWF_B,0.8,002
2VWF_A_2VWF_B,0.81,003
2VWF_A_2VWF_B,0.83,004
2VWF_A_2VWF_B,0.79,005
2W2U_A_2W2U_C,0.14,001
2W2U_A_2W2U_C,0.13,002
2W2U_A_2W2U_C,0.12,003
2W2U_A_2W2U_C,0.14,004
2W2U_A_2W2U_C,0.14,005
2W9R_A_2W9R_B,0.03,001
2W9R_A_2W9R_B,0.03,002
2W9R_A_2W9R_B,0.03,003
2W9R_A_2W9R_B,0.03,004
2W9R_A_2W9R_B,0.03,005
2XPP_A_2XPP_B,0.9,001
2XPP_A_2XPP_B,0.88,002
2XPP_A_2XPP_B,0.88,003
2XPP_A_2XPP_B,0.86,004
2XPP_A_2XPP_B,0.89,005
2XS8_A_2XS8_B,0.84,001
2XS8_A_2XS8_B,0.91,002
2XS8_A_2XS8_B,0.89,003
2XS8_A_2XS8_B,0.93,004
2XS8_A_2XS8_B,0.91,005
2XZE_AB_2XZE_authQ,0.32,001
2XZE_AB_2XZE_authQ,0.33,002
2XZE_AB_2XZE_authQ,0.33,003
2XZE_AB_2XZE_authQ,0.09,004
2XZE_AB_2XZE_authQ,0.1,005
2Y06_authHauthL_2Y06_authP,0.41,001
2Y06_authHauthL_2Y06_authP,0.36,002
2Y06_authHauthL_2Y06_authP,0.39,003
2Y06_authHauthL_2Y06_authP,0.37,004
2Y06_authHauthL_2Y06_authP,0.42,005
2YNP_A_2YNP_authP,0.26,001
2YNP_A_2YNP_authP,0.21,002
2YNP_A_2YNP_authP,0.22,003
2YNP_A_2YNP_authP,0.21,004
2YNP_A_2YNP_authP,0.19,005
2Z23_A_2Z23_B,0.05,001
2Z23_A_2Z23_B,0.06,002
2Z23_A_2Z23_B,0.07,003
2Z23_A_2Z23_B,0.06,004
2Z23_A_2Z23_B,0.07,005
2Z31_ABCD_2Z31_authP,0.54,001
2Z31_ABCD_2Z31_authP,0.6,002
2Z31_ABCD_2Z31_authP,0.58,003
2Z31_ABCD_2Z31_authP,0.57,004
2Z31_ABCD_2Z31_authP,0.57,005
2Z5H_ABH_2Z5H_I,0.15,001
2Z5H_ABH_2Z5H_I,0.15,002
2Z5H_ABH_2Z5H_I,0.2,003
2Z5H_ABH_2Z5H_I,0.03,004
2Z5H_ABH_2Z5H_I,0.03,005
2Z5S_authMauthN_2Z5S_authP,0.37,001
2Z5S_authMauthN_2Z5S_authP,0.36,002
2Z5S_authMauthN_2Z5S_authP,0.21,003
2Z5S_authMauthN_2Z5S_authP,0.21,004
2Z5S_authMauthN_2Z5S_authP,0.25,005
2ZL2_A_2ZL2_O,0.54,001
2ZL2_A_2ZL2_O,0.52,002
2ZL2_A_2ZL2_O,0.55,003
2ZL2_A_2ZL2_O,0.53,004
2ZL2_A_2ZL2_O,0.58,005
2ZLF_A_2ZLF_B,0.01,001
2ZLF_A_2ZLF_B,0.01,002
2ZLF_A_2ZLF_B,0.01,003
2ZLF_A_2ZLF_B,0.01,004
2ZLF_A_2ZLF_B,0.01,005
3AGY_A_3AGY_C,0.06,001
3AGY_A_3AGY_C,0.93,002
3AGY_A_3AGY_C,0.93,003
3AGY_A_3AGY_C,0.93,004
3AGY_A_3AGY_C,0.93,005
3AJB_A_3AJB_B,0.86,001
3AJB_A_3AJB_B,0.86,002
3AJB_A_3AJB_B,0.87,003
3AJB_A_3AJB_B,0.88,004
3AJB_A_3AJB_B,0.87,005
3ASW_A_3ASW_B,0.13,001
3ASW_A_3ASW_B,0.25,002
3ASW_A_3ASW_B,0.25,003
3ASW_A_3ASW_B,0.23,004
3ASW_A_3ASW_B,0.28,005
3AWR_A_3AWR_C,0.57,001
3AWR_A_3AWR_C,0.55,002
3AWR_A_3AWR_C,0.55,003
3AWR_A_3AWR_C,0.54,004
3AWR_A_3AWR_C,0.54,005
3BQO_A_3BQO_B,0.92,001
3BQO_A_3BQO_B,0.91,002
3BQO_A_3BQO_B,0.91,003
3BQO_A_3BQO_B,0.91,004
3BQO_A_3BQO_B,0.91,005
3BRV_BD_3BRV_A,0.38,001
3BRV_BD_3BRV_A,0.39,002
3BRV_BD_3BRV_A,0.4,003
3BRV_BD_3BRV_A,0.4,004
3BRV_BD_3BRV_A,0.4,005
3BS4_A_3BS4_B,0.74,001
3BS4_A_3BS4_B,0.77,002
3BS4_A_3BS4_B,0.74,003
3BS4_A_3BS4_B,0.78,004
3BS4_A_3BS4_B,0.75,005
3BU8_AB_3BU8_C,0.09,001
3BU8_AB_3BU8_C,0.09,002
3BU8_AB_3BU8_C,0.09,003
3BU8_AB_3BU8_C,0.09,004
3BU8_AB_3BU8_C,0.09,005
3C0T_A_3C0T_B,0.94,001
3C0T_A_3C0T_B,0.92,002
3C0T_A_3C0T_B,0.9,003
3C0T_A_3C0T_B,0.91,004
3C0T_A_3C0T_B,0.92,005
3CM8_A_3CM8_B,0.88,001
3CM8_A_3CM8_B,0.88,002
3CM8_A_3CM8_B,0.89,003
3CM8_A_3CM8_B,0.88,004
3CM8_A_3CM8_B,0.88,005
3CVL_A_3CVL_B,0.9,001
3CVL_A_3CVL_B,0.89,002
3CVL_A_3CVL_B,0.88,003
3CVL_A_3CVL_B,0.91,004
3CVL_A_3CVL_B,0.92,005
3CYY_AB_3CYY_C,0.64,001
3CYY_AB_3CYY_C,0.64,002
3CYY_AB_3CYY_C,0.26,003
3CYY_AB_3CYY_C,0.61,004
3CYY_AB_3CYY_C,0.65,005
3D1E_A_3D1E_authP,0.87,001
3D1E_A_3D1E_authP,0.46,002
3D1E_A_3D1E_authP,0.46,003
3D1E_A_3D1E_authP,0.48,004
3D1E_A_3D1E_authP,0.45,005
3D8A_ABDGH_3D8A_authS,0.06,001
3D8A_ABDGH_3D8A_authS,0.06,002
3D8A_ABDGH_3D8A_authS,0.13,003
3D8A_ABDGH_3D8A_authS,0.07,004
3D8A_ABDGH_3D8A_authS,0.13,005
3DCG_D_3DCG_E,0.87,001
3DCG_D_3DCG_E,0.86,002
3DCG_D_3DCG_E,0.85,003
3DCG_D_3DCG_E,0.85,004
3DCG_D_3DCG_E,0.84,005
3DOX_A_3DOX_authP,0.04,001
3DOX_A_3DOX_authP,0.03,002
3DOX_A_3DOX_authP,0.04,003
3DOX_A_3DOX_authP,0.03,004
3DOX_A_3DOX_authP,0.04,005
3DRK_A_3DRK_B,0.34,001
3DRK_A_3DRK_B,0.49,002
3DRK_A_3DRK_B,0.49,003
3DRK_A_3DRK_B,0.36,004
3DRK_A_3DRK_B,0.38,005
3DS0_A_3DS0_authT,0.29,001
3DS0_A_3DS0_authT,0.16,002
3DS0_A_3DS0_authT,0.25,003
3DS0_A_3DS0_authT,0.22,004
3DS0_A_3DS0_authT,0.19,005
3DVU_A_3DVU_C,0.83,001
3DVU_A_3DVU_C,0.81,002
3DVU_A_3DVU_C,0.03,003
3DVU_A_3DVU_C,0.03,004
3DVU_A_3DVU_C,0.04,005
3DXC_A_3DXC_B,0.92,001
3DXC_A_3DXC_B,0.92,002
3DXC_A_3DXC_B,0.93,003
3DXC_A_3DXC_B,0.91,004
3DXC_A_3DXC_B,0.92,005
3E0M_A_3E0M_E,0.05,001
3E0M_A_3E0M_E,0.05,002
3E0M_A_3E0M_E,0.04,003
3E0M_A_3E0M_E,0.05,004
3E0M_A_3E0M_E,0.05,005
3E1K_A_3E1K_B,0.56,001
3E1K_A_3E1K_B,0.78,002
3E1K_A_3E1K_B,0.57,003
3E1K_A_3E1K_B,0.64,004
3E1K_A_3E1K_B,0.74,005
3EAB_AF_3EAB_G,0.06,001
3EAB_AF_3EAB_G,0.23,002
3EAB_AF_3EAB_G,0.16,003
3EAB_AF_3EAB_G,0.27,004
3EAB_AF_3EAB_G,0.19,005
3ECH_AB_3ECH_C,0.85,001
3ECH_AB_3ECH_C,0.83,002
3ECH_AB_3ECH_C,0.83,003
3ECH_AB_3ECH_C,0.84,004
3ECH_AB_3ECH_C,0.84,005
3F02_A_3F02_authC,0.94,001
3F02_A_3F02_authC,0.94,002
3F02_A_3F02_authC,0.92,003
3F02_A_3F02_authC,0.91,004
3F02_A_3F02_authC,0.94,005
3FY2_A_3FY2_B,0.78,001
3FY2_A_3FY2_B,0.45,002
3FY2_A_3FY2_B,0.43,003
3FY2_A_3FY2_B,0.26,004
3FY2_A_3FY2_B,0.13,005
3G19_A_3G19_authC,0.04,001
3G19_A_3G19_authC,0.04,002
3G19_A_3G19_authC,0.04,003
3G19_A_3G19_authC,0.04,004
3G19_A_3G19_authC,0.06,005
3G7Z_AB_3G7Z_C,0.91,001
3G7Z_AB_3G7Z_C,0.89,002
3G7Z_AB_3G7Z_C,0.9,003
3G7Z_AB_3G7Z_C,0.9,004
3G7Z_AB_3G7Z_C,0.89,005
3GJO_ABC_3GJO_E,0.51,001
3GJO_ABC_3GJO_E,0.51,002
3GJO_ABC_3GJO_E,0.25,003
3GJO_ABC_3GJO_E,0.22,004
3GJO_ABC_3GJO_E,0.18,005
3H8K_A_3H8K_B,0.93,001
3H8K_A_3H8K_B,0.92,002
3H8K_A_3H8K_B,0.93,003
3H8K_A_3H8K_B,0.93,004
3H8K_A_3H8K_B,0.92,005
3HQI_A_3HQI_C,0.77,001
3HQI_A_3HQI_C,0.75,002
3HQI_A_3HQI_C,0.79,003
3HQI_A_3HQI_C,0.78,004
3HQI_A_3HQI_C,0.77,005
3HS9_A_3HS9_authP,0.28,001
3HS9_A_3HS9_authP,0.18,002
3HS9_A_3HS9_authP,0.01,003
3HS9_A_3HS9_authP,0.01,004
3HS9_A_3HS9_authP,0.01,005
3HTU_ACE_3HTU_B,0.17,001
3HTU_ACE_3HTU_B,0.18,002
3HTU_ACE_3HTU_B,0.27,003
3HTU_ACE_3HTU_B,0.27,004
3HTU_ACE_3HTU_B,0.04,005
3I5R_A_3I5R_B,0.89,001
3I5R_A_3I5R_B,0.89,002
3I5R_A_3I5R_B,0.9,003
3I5R_A_3I5R_B,0.89,004
3I5R_A_3I5R_B,0.86,005
3I7P_A_3I7P_B,0.4,001
3I7P_A_3I7P_B,0.56,002
3I7P_A_3I7P_B,0.4,003
3I7P_A_3I7P_B,0.35,004
3I7P_A_3I7P_B,0.55,005
3IK5_A_3IK5_authB,0.6,001
3IK5_A_3IK5_authB,0.62,002
3IK5_A_3IK5_authB,0.63,003
3IK5_A_3IK5_authB,0.63,004
3IK5_A_3IK5_authB,0.65,005
3ISW_AB_3ISW_C,0.26,001
3ISW_AB_3ISW_C,0.26,002
3ISW_AB_3ISW_C,0.27,003
3ISW_AB_3ISW_C,0.26,004
3ISW_AB_3ISW_C,0.22,005
3JUA_A_3JUA_B,0.8,001
3JUA_A_3JUA_B,0.8,002
3JUA_A_3JUA_B,0.81,003
3JUA_A_3JUA_B,0.81,004
3JUA_A_3JUA_B,0.81,005
3JZR_A_3JZR_authP,0.57,001
3JZR_A_3JZR_authP,0.59,002
3JZR_A_3JZR_authP,0.6,003
3JZR_A_3JZR_authP,0.63,004
3JZR_A_3JZR_authP,0.58,005
3K48_AauthD_3K48_authR,0.15,001
3K48_AauthD_3K48_authR,0.24,002
3K48_AauthD_3K48_authR,0.14,003
3K48_AauthD_3K48_authR,0.14,004
3K48_AauthD_3K48_authR,0.08,005
3KJL_AauthBauthCauthD_3KJL_authE,0.04,001
3KJL_AauthBauthCauthD_3KJL_authE,0.04,002
3KJL_AauthBauthCauthD_3KJL_authE,0.02,003
3KJL_AauthBauthCauthD_3KJL_authE,0.05,004
3KJL_AauthBauthCauthD_3KJL_authE,0.02,005
3KZE_AB_3KZE_D,0.07,001
3KZE_AB_3KZE_D,0.11,002
3KZE_AB_3KZE_D,0.29,003
3KZE_AB_3KZE_D,0.09,004
3KZE_AB_3KZE_D,0.14,005
3L6Y_A_3L6Y_B,0.73,001
3L6Y_A_3L6Y_B,0.75,002
3L6Y_A_3L6Y_B,0.7,003
3L6Y_A_3L6Y_B,0.75,004
3L6Y_A_3L6Y_B,0.3,005
3L9K_CD_3L9K_authW,0.68,001
3L9K_CD_3L9K_authW,0.38,002
3L9K_CD_3L9K_authW,0.67,003
3L9K_CD_3L9K_authW,0.7,004
3L9K_CD_3L9K_authW,0.69,005
3LGE_A_3LGE_E,0.26,001
3LGE_A_3LGE_E,0.03,002
3LGE_A_3LGE_E,0.03,003
3LGE_A_3LGE_E,0.03,004
3LGE_A_3LGE_E,0.03,005
3LK4_YZ_3LK4_auth0,0.87,001
3LK4_YZ_3LK4_auth0,0.87,002
3LK4_YZ_3LK4_auth0,0.86,003
3LK4_YZ_3LK4_auth0,0.86,004
3LK4_YZ_3LK4_auth0,0.88,005
3M61_authU_3M61_authP,0.21,001
3M61_authU_3M61_authP,0.2,002
3M61_authU_3M61_authP,0.21,003
3M61_authU_3M61_authP,0.2,004
3M61_authU_3M61_authP,0.2,005
3MQP_A_3MQP_B,0.71,001
3MQP_A_3MQP_B,0.69,002
3MQP_A_3MQP_B,0.75,003
3MQP_A_3MQP_B,0.79,004
3MQP_A_3MQP_B,0.73,005
3N00_A_3N00_B,0.87,001
3N00_A_3N00_B,0.89,002
3N00_A_3N00_B,0.9,003
3N00_A_3N00_B,0.88,004
3N00_A_3N00_B,0.52,005
3NDD_A_3NDD_B,0.81,001
3NDD_A_3NDD_B,0.71,002
3NDD_A_3NDD_B,0.69,003
3NDD_A_3NDD_B,0.7,004
3NDD_A_3NDD_B,0.72,005
3NJI_A_3NJI_B,0.14,001
3NJI_A_3NJI_B,0.14,002
3NJI_A_3NJI_B,0.13,003
3NJI_A_3NJI_B,0.05,004
3NJI_A_3NJI_B,0.12,005
3OAK_B_3OAK_C,0.9,001
3OAK_B_3OAK_C,0.88,002
3OAK_B_3OAK_C,0.9,003
3OAK_B_3OAK_C,0.89,004
3OAK_B_3OAK_C,0.88,005
3OBQ_A_3OBQ_B,0.62,001
3OBQ_A_3OBQ_B,0.66,002
3OBQ_A_3OBQ_B,0.58,003
3OBQ_A_3OBQ_B,0.65,004
3OBQ_A_3OBQ_B,0.67,005
3OIQ_A_3OIQ_B,0.69,001
3OIQ_A_3OIQ_B,0.66,002
3OIQ_A_3OIQ_B,0.67,003
3OIQ_A_3OIQ_B,0.69,004
3OIQ_A_3OIQ_B,0.62,005
3OTY_AB_3OTY_authP,0.16,001
3OTY_AB_3OTY_authP,0.15,002
3OTY_AB_3OTY_authP,0.16,003
3OTY_AB_3OTY_authP,0.15,004
3OTY_AB_3OTY_authP,0.15,005
3OWT_AB_3OWT_C,0.8,001
3OWT_AB_3OWT_C,0.78,002
3OWT_AB_3OWT_C,0.72,003
3OWT_AB_3OWT_C,0.76,004
3OWT_AB_3OWT_C,0.69,005
3P4K_A_3P4K_authP,0.36,001
3P4K_A_3P4K_authP,0.36,002
3P4K_A_3P4K_authP,0.35,003
3P4K_A_3P4K_authP,0.37,004
3P4K_A_3P4K_authP,0.39,005
3PA7_A_3PA7_authD,0.53,001
3PA7_A_3PA7_authD,0.54,002
3PA7_A_3PA7_authD,0.55,003
3PA7_A_3PA7_authD,0.52,004
3PA7_A_3PA7_authD,0.36,005
3PCS_A_3PCS_E,0.21,001
3PCS_A_3PCS_E,0.05,002
3PCS_A_3PCS_E,0.05,003
3PCS_A_3PCS_E,0.07,004
3PCS_A_3PCS_E,0.13,005
3PLV_A_3PLV_authC,0.88,001
3PLV_A_3PLV_authC,0.9,002
3PLV_A_3PLV_authC,0.89,003
3PLV_A_3PLV_authC,0.89,004
3PLV_A_3PLV_authC,0.91,005
3PTH_A_3PTH_B,0.75,001
3PTH_A_3PTH_B,0.76,002
3PTH_A_3PTH_B,0.7,003
3PTH_A_3PTH_B,0.34,004
3PTH_A_3PTH_B,0.23,005
3PTL_A_3PTL_B,0.13,001
3PTL_A_3PTL_B,0.14,002
3PTL_A_3PTL_B,0.16,003
3PTL_A_3PTL_B,0.22,004
3PTL_A_3PTL_B,0.22,005
3Q47_authB_3Q47_authC,0.84,001
3Q47_authB_3Q47_authC,0.84,002
3Q47_authB_3Q47_authC,0.85,003
3Q47_authB_3Q47_authC,0.83,004
3Q47_authB_3Q47_authC,0.42,005
3Q6S_ABC_3Q6S_E,0.17,001
3Q6S_ABC_3Q6S_E,0.37,002
3Q6S_ABC_3Q6S_E,0.36,003
3Q6S_ABC_3Q6S_E,0.15,004
3Q6S_ABC_3Q6S_E,0.36,005
3QIS_A_3QIS_B,0.91,001
3QIS_A_3QIS_B,0.91,002
3QIS_A_3QIS_B,0.91,003
3QIS_A_3QIS_B,0.91,004
3QIS_A_3QIS_B,0.67,005
3QJN_A_3QJN_I,0.9,001
3QJN_A_3QJN_I,0.88,002
3QJN_A_3QJN_I,0.88,003
3QJN_A_3QJN_I,0.88,004
3QJN_A_3QJN_I,0.82,005
3QKS_AB_3QKS_C,0.65,001
3QKS_AB_3QKS_C,0.66,002
3QKS_AB_3QKS_C,0.66,003
3QKS_AB_3QKS_C,0.67,004
3QKS_AB_3QKS_C,0.65,005
3R29_A_3R29_C,0.51,001
3R29_A_3R29_C,0.51,002
3R29_A_3R29_C,0.57,003
3R29_A_3R29_C,0.54,004
3R29_A_3R29_C,0.04,005
3R42_A_3R42_B,0.83,001
3R42_A_3R42_B,0.88,002
3R42_A_3R42_B,0.88,003
3R42_A_3R42_B,0.89,004
3R42_A_3R42_B,0.66,005
3R7G_A_3R7G_B,0.96,001
3R7G_A_3R7G_B,0.96,002
3R7G_A_3R7G_B,0.96,003
3R7G_A_3R7G_B,0.96,004
3R7G_A_3R7G_B,0.95,005
3RL8_AB_3RL8_F,0.11,001
3RL8_AB_3RL8_F,0.04,002
3RL8_AB_3RL8_F,0.36,003
3RL8_AB_3RL8_F,0.36,004
3RL8_AB_3RL8_F,0.37,005
3RQG_C_3RQG_E,0.79,001
3RQG_C_3RQG_E,0.81,002
3RQG_C_3RQG_E,0.38,003
3RQG_C_3RQG_E,0.3,004
3RQG_C_3RQG_E,0.4,005
3RSE_A_3RSE_authZ,0.92,001
3RSE_A_3RSE_authZ,0.84,002
3RSE_A_3RSE_authZ,0.84,003
3RSE_A_3RSE_authZ,0.93,004
3RSE_A_3RSE_authZ,0.68,005
3RZ2_A_3RZ2_C,0.02,001
3RZ2_A_3RZ2_C,0.03,002
3RZ2_A_3RZ2_C,0.03,003
3RZ2_A_3RZ2_C,0.02,004
3RZ2_A_3RZ2_C,0.03,005
3SFJ_A_3SFJ_B,0.79,001
3SFJ_A_3SFJ_B,0.78,002
3SFJ_A_3SFJ_B,0.73,003
3SFJ_A_3SFJ_B,0.82,004
3SFJ_A_3SFJ_B,0.83,005
3SI5_AB_3SI5_authX,0.3,001
3SI5_AB_3SI5_authX,0.32,002
3SI5_AB_3SI5_authX,0.3,003
3SI5_AB_3SI5_authX,0.29,004
3SI5_AB_3SI5_authX,0.36,005
3SJK_A_3SJK_B,0.62,001
3SJK_A_3SJK_B,0.85,002
3SJK_A_3SJK_B,0.62,003
3SJK_A_3SJK_B,0.23,004
3SJK_A_3SJK_B,0.23,005
3SO6_A_3SO6_authQ,0.66,001
3SO6_A_3SO6_authQ,0.23,002
3SO6_A_3SO6_authQ,0.31,003
3SO6_A_3SO6_authQ,0.38,004
3SO6_A_3SO6_authQ,0.31,005
3SXU_A_3SXU_C,0.76,001
3SXU_A_3SXU_C,0.81,002
3SXU_A_3SXU_C,0.68,003
3SXU_A_3SXU_C,0.77,004
3SXU_A_3SXU_C,0.77,005
3T6J_A_3T6J_B,0.87,001
3T6J_A_3T6J_B,0.85,002
3T6J_A_3T6J_B,0.87,003
3T6J_A_3T6J_B,0.4,004
3T6J_A_3T6J_B,0.4,005
3T7G_AB_3T7G_C,0.19,001
3T7G_AB_3T7G_C,0.31,002
3T7G_AB_3T7G_C,0.27,003
3T7G_AB_3T7G_C,0.27,004
3T7G_AB_3T7G_C,0.24,005
3TJH_ACD_3TJH_B,0.33,001
3TJH_ACD_3TJH_B,0.44,002
3TJH_ACD_3TJH_B,0.45,003
3TJH_ACD_3TJH_B,0.44,004
3TJH_ACD_3TJH_B,0.42,005
3TSZ_A_3TSZ_B,0.45,001
3TSZ_A_3TSZ_B,0.5,002
3TSZ_A_3TSZ_B,0.52,003
3TSZ_A_3TSZ_B,0.44,004
3TSZ_A_3TSZ_B,0.54,005
3TVT_A_3TVT_B,0.93,001
3TVT_A_3TVT_B,0.91,002
3TVT_A_3TVT_B,0.92,003
3TVT_A_3TVT_B,0.91,004
3TVT_A_3TVT_B,0.92,005
3U7D_A_3U7D_B,0.95,001
3U7D_A_3U7D_B,0.95,002
3U7D_A_3U7D_B,0.95,003
3U7D_A_3U7D_B,0.95,004
3U7D_A_3U7D_B,0.95,005
3U85_A_3U85_B,0.27,001
3U85_A_3U85_B,0.28,002
3U85_A_3U85_B,0.32,003
3U85_A_3U85_B,0.4,004
3U85_A_3U85_B,0.28,005
3ULR_AB_3ULR_C,0.04,001
3ULR_AB_3ULR_C,0.09,002
3ULR_AB_3ULR_C,0.11,003
3ULR_AB_3ULR_C,0.04,004
3ULR_AB_3ULR_C,0.04,005
3UPV_A_3UPV_B,0.63,001
3UPV_A_3UPV_B,0.6,002
3UPV_A_3UPV_B,0.63,003
3UPV_A_3UPV_B,0.61,004
3UPV_A_3UPV_B,0.62,005
3UQ3_A_3UQ3_B,0.96,001
3UQ3_A_3UQ3_B,0.01,002
3UQ3_A_3UQ3_B,0.01,003
3UQ3_A_3UQ3_B,0.86,004
3UQ3_A_3UQ3_B,0.78,005
3UVN_A_3UVN_B,0.89,001
3UVN_A_3UVN_B,0.78,002
3UVN_A_3UVN_B,0.67,003
3UVN_A_3UVN_B,0.67,004
3UVN_A_3UVN_B,0.56,005
3V2X_A_3V2X_B,0.26,001
3V2X_A_3V2X_B,0.26,002
3V2X_A_3V2X_B,0.27,003
3V2X_A_3V2X_B,0.26,004
3V2X_A_3V2X_B,0.26,005
3VQM_A_3VQM_O,0.92,001
3VQM_A_3VQM_O,0.91,002
3VQM_A_3VQM_O,0.91,003
3VQM_A_3VQM_O,0.92,004
3VQM_A_3VQM_O,0.92,005
3VZA_AauthC_3VZA_E,0.91,001
3VZA_AauthC_3VZA_E,0.92,002
3VZA_AauthC_3VZA_E,0.91,003
3VZA_AauthC_3VZA_E,0.89,004
3VZA_AauthC_3VZA_E,0.91,005
3W1S_A_3W1S_B,0.86,001
3W1S_A_3W1S_B,0.86,002
3W1S_A_3W1S_B,0.82,003
3W1S_A_3W1S_B,0.81,004
3W1S_A_3W1S_B,0.82,005
3W6K_BCE_3W6K_A,0.17,001
3W6K_BCE_3W6K_A,0.17,002
3W6K_BCE_3W6K_A,0.09,003
3W6K_BCE_3W6K_A,0.18,004
3W6K_BCE_3W6K_A,0.04,005
3WIM_A_3WIM_B,0.73,001
3WIM_A_3WIM_B,0.62,002
3WIM_A_3WIM_B,0.57,003
3WIM_A_3WIM_B,0.24,004
3WIM_A_3WIM_B,0.51,005
3WMJ_A_3WMJ_B,0.03,001
3WMJ_A_3WMJ_B,0.11,002
3WMJ_A_3WMJ_B,0.1,003
3WMJ_A_3WMJ_B,0.03,004
3WMJ_A_3WMJ_B,0.15,005
3WUV_AB_3WUV_C,0.28,001
3WUV_AB_3WUV_C,0.28,002
3WUV_AB_3WUV_C,0.29,003
3WUV_AB_3WUV_C,0.3,004
3WUV_AB_3WUV_C,0.29,005
3ZFW_A_3ZFW_authX,0.88,001
3ZFW_A_3ZFW_authX,0.9,002
3ZFW_A_3ZFW_authX,0.93,003
3ZFW_A_3ZFW_authX,0.92,004
3ZFW_A_3ZFW_authX,0.48,005
3ZIL_A_3ZIL_B,0.67,001
3ZIL_A_3ZIL_B,0.66,002
3ZIL_A_3ZIL_B,0.56,003
3ZIL_A_3ZIL_B,0.64,004
3ZIL_A_3ZIL_B,0.49,005
3ZQG_A_3ZQG_authC,0.18,001
3ZQG_A_3ZQG_authC,0.18,002
3ZQG_A_3ZQG_authC,0.16,003
3ZQG_A_3ZQG_authC,0.18,004
3ZQG_A_3ZQG_authC,0.26,005
3ZZY_AB_3ZZY_C,0.08,001
3ZZY_AB_3ZZY_C,0.31,002
3ZZY_AB_3ZZY_C,0.32,003
3ZZY_AB_3ZZY_C,0.05,004
3ZZY_AB_3ZZY_C,0.05,005
4A8X_AC_4A8X_B,0.95,001
4A8X_AC_4A8X_B,0.95,002
4A8X_AC_4A8X_B,0.95,003
4A8X_AC_4A8X_B,0.94,004
4A8X_AC_4A8X_B,0.95,005
4B4N_A_4B4N_B,0.14,001
4B4N_A_4B4N_B,0.19,002
4B4N_A_4B4N_B,0.15,003
4B4N_A_4B4N_B,0.21,004
4B4N_A_4B4N_B,0.14,005
4BD6_A_4BD6_authC,0.74,001
4BD6_A_4BD6_authC,0.75,002
4BD6_A_4BD6_authC,0.74,003
4BD6_A_4BD6_authC,0.75,004
4BD6_A_4BD6_authC,0.76,005
4BTB_A_4BTB_authC,0.64,001
4BTB_A_4BTB_authC,0.27,002
4BTB_A_4BTB_authC,0.28,003
4BTB_A_4BTB_authC,0.27,004
4BTB_A_4BTB_authC,0.3,005
4BWS_A_4BWS_B,0.95,001
4BWS_A_4BWS_B,0.95,002
4BWS_A_4BWS_B,0.95,003
4BWS_A_4BWS_B,0.92,004
4BWS_A_4BWS_B,0.78,005
4BXR_A_4BXR_C,0.8,001
4BXR_A_4BXR_C,0.8,002
